model,domain,skill,id,exact_new_matches,containment_new_matches,lexical_new_matches,semantic_new_matches,predicted_count,gold_count,exact_true_positives,exact_precision,exact_recall,exact_f1,containment_true_positives,containment_precision,containment_recall,containment_f1,lexical_true_positives,lexical_precision,lexical_recall,lexical_f1,semantic_true_positives,semantic_precision,semantic_recall,semantic_f1,raw_prediction_count,filtered_prediction_count,duplicate_items_removed,unsupported_count,unsupported_rate,gold,raw_prediction,prediction,filtered_prediction,unsupported_prediction
BERT task-unadapted,it,all_skills,ca98fb4279ae52847a13184af241828028355cfc,2,6,0,0,42,14,2,0.047619047619047616,0.14285714285714285,0.07142857142857142,8,0.19047619047619047,0.5714285714285714,0.2857142857142857,8,0.19047619047619047,0.5714285714285714,0.2857142857142857,8,0.19047619047619047,0.5714285714285714,0.2857142857142857,60,18,0,0,0.0,mjukvaruutveckling | Windows-applikationer | Agila-metodologier | open source-utveckling | C# | .NET | utveckla avancerade programvarulösningar för stödsystem | tar en ledande roll | mentor för juniora utvecklare | trygg i din kompetens | har ett strukturerat arbetssätt | självständigt driva ditt arbete framåt | hitta innovativa lösningar på komplexa problem | starka ledarförmåga,Senior C#/NET-utvecklare | C#/NET-utvecklare | av | till | vår | teknikintensiva | Din | Vi söker | en | mjukvaruutvecklare | med | C# | som vill | utveckla | programvarulösningar | System | Du | att | del | ett | mindre | högpresterande | team | på 6-8 | 6-8 personer | 100% | Vi söker dig | som | mjukvaruutveckling | utvecklare | ett strukturerat | van vid | självständigt | ditt | med din | ledarförmåga | dig | viktig | eller | likvärdig | utbildning | och | även | om du | Befattningen | innovationer | gjort | det | Modiga | pionjärer och | Här | från | I | vänliga | tekniksmarta | skapa | Vänligen | tjänsten | tillsättas | sista,Senior C#/NET-utvecklare | C#/NET-utvecklare | teknikintensiva | Vi söker | mjukvaruutvecklare | C# | som vill | utveckla | programvarulösningar | System | del | mindre | högpresterande | team | på 6-8 | 6-8 personer | 100% | Vi söker dig | mjukvaruutveckling | utvecklare | ett strukturerat | van vid | självständigt | med din | ledarförmåga | viktig | likvärdig | utbildning | även | om du | Befattningen | innovationer | gjort | Modiga | pionjärer och | vänliga | tekniksmarta | skapa | Vänligen | tjänsten | tillsättas | sista,av | till | vår | Din | en | med | Du | att | ett | som | ditt | dig | eller | och | det | Här | från | I,
BERT task-unadapted,it,all_skills,1a30cc0d36543c3691a388fcf752069f94586200,0,5,0,0,28,9,0,0.0,0.0,0.0,5,0.17857142857142858,0.5555555555555556,0.2702702702702703,5,0.17857142857142858,0.5555555555555556,0.2702702702702703,5,0.17857142857142858,0.5555555555555556,0.2702702702702703,41,13,0,0,0.0,goda kunskaper i svenska och engelska | radar och signalbehandling | elektrisk styrbara antenner | AESA | MIMO | liknande teknologier | engagemang | samarbetsförmåga | trivs i en miljö där du ständigt får utvecklas och lära dig ny teknik och nya arbetssätt,Vill du | radar | Se | hit! | till | en | Du | ha | i | ett | antenner | systemdesign | färdig | oss | får du | och | teknikområden | som innebär | ta sig | dig | får | teknik | Ditt engagemang och din | avgörande | söker dig | som | med | engelska samt körkort | om du har | signalbehandling | elektrisk | teknologier | innovationer | pionjärer | Här | har du | ditt | Allt från | bygga | mer | om oss här,Vill du | radar | Se | hit! | antenner | systemdesign | färdig | får du | teknikområden | som innebär | ta sig | får | teknik | Ditt engagemang och din | avgörande | söker dig | engelska samt körkort | om du har | signalbehandling | elektrisk | teknologier | innovationer | pionjärer | har du | Allt från | bygga | mer | om oss här,till | en | Du | ha | i | ett | oss | och | dig | som | med | Här | ditt,
BERT task-unadapted,it,all_skills,f11c1d2fc524f7776a6c98012ec5a271842f65d9,3,10,0,0,71,28,3,0.04225352112676056,0.10714285714285714,0.060606060606060594,13,0.18309859154929578,0.4642857142857143,0.26262626262626265,13,0.18309859154929578,0.4642857142857143,0.26262626262626265,13,0.18309859154929578,0.4642857142857143,0.26262626262626265,93,22,0,0,0.0,"embeddedutveckling | flytande i både svenska och engelska i både tal och skrift | firmware-utveckling | felsökning av hårdvara | datornätverk | TCP/IP | brandväggar | routing | Skriva högkvalitativ kod | prestanda | underhållbarhet | Utveckla firmware för mikrokontroller | Routning | brandväggning | Implementering och testning av nya mjukvarufunktioner | underhåll av befintliga | Felsökning, felupptäckt och korrigering av mjukvarudefekter | Underhålla och uppdatera dokumentation | Kommunikation | stöd till teammedlemmar och andra intressenter | tätt samarbete med hårdvaruavdelningen | samarbeta med webbutvecklingsteamet | arbeta i team | en dynamisk miljö | ett ständigt utvecklandes internationellt företag | en rak och motiverad problemlösare | ta initiativ | ge feedback för kontinuerliga förbättringar",Embeddedutvecklare | Vill du | vara | med | till | kollektivtrafiken | säkrare | TJÄNSTEN | Som | Icomera | kommer du | en | del | av | ett | utvecklar | Teamet | kontoret | i | Göteborg | av 7 | design | implementering | samt | router-OS | OS-nivå | mjukvaran | router-mikrokontroller | Vår | även | Linux-miljö | kommer | ha | tätt | hårdvaruavdelningen | firmware-utveckling | felsökning | Du | också | att | webbutvecklingsteamet | utveckla | inklusive | ARBETSUPPGIFTER: Skriva | firmware | testning | mjukvarufunktioner samt underhåll | felupptäckt | korrigering | mjukvarudefekter | stöd | kopplad | mjukvara | VI SÖKER DIG SOM: Har | en högskole- | eller | masterutbildning | datateknik | mjukvaruutveckling | Har | 2-3 | engelska i både tal | skrift | Det är | om du: Har | datornätverk | och felsökning | hårdvara | vidare | läggas vid personlig | i team | tror vidare att du är | inte | är | rädd | ta initiativ | ge | ANSTÄLLNINGEN: Tjänsten | Kom ihåg | stängs | FRIDAY | efter | den | riktigt! | vid | Vi riktar oss | till dig | av din | högskola/universitet | IT | när | hur | det?,Embeddedutvecklare | Vill du | kollektivtrafiken | säkrare | TJÄNSTEN | Icomera | kommer du | del | utvecklar | Teamet | kontoret | Göteborg | av 7 | design | implementering | samt | router-OS | OS-nivå | mjukvaran | router-mikrokontroller | även | Linux-miljö | kommer | tätt | hårdvaruavdelningen | firmware-utveckling | felsökning | också | webbutvecklingsteamet | utveckla | inklusive | ARBETSUPPGIFTER: Skriva | firmware | testning | mjukvarufunktioner samt underhåll | felupptäckt | korrigering | mjukvarudefekter | stöd | kopplad | mjukvara | VI SÖKER DIG SOM: Har | en högskole- | masterutbildning | datateknik | mjukvaruutveckling | 2-3 | engelska i både tal | skrift | Det är | om du: Har | datornätverk | och felsökning | hårdvara | vidare | läggas vid personlig | i team | tror vidare att du är | rädd | ta initiativ | ge | ANSTÄLLNINGEN: Tjänsten | Kom ihåg | stängs | FRIDAY | riktigt! | Vi riktar oss | till dig | av din | högskola/universitet | IT,vara | med | till | Som | en | av | ett | i | Vår | ha | Du | att | eller | Har | inte | är | efter | den | vid | när | hur | det?,
BERT task-unadapted,it,all_skills,050ffe9039e35fb03bdd9b1f2828b5fec0d7e3c2,2,8,0,0,51,20,2,0.0392156862745098,0.1,0.05633802816901408,10,0.19607843137254902,0.5,0.28169014084507044,10,0.19607843137254902,0.5,0.28169014084507044,10,0.19607843137254902,0.5,0.28169014084507044,68,17,0,0,0.0,mjukvaruutveckling | självgående | initiativtagande | ser vad som behöver göras och tar tag i det utan att vänta på instruktioner | ställa frågor för att säkerställa hög kvalitet i ditt arbete | har en vilja att både lära och utvecklas | en framåtlutad och engagerad inställning | energi | driv i teamet | flexibel | trivs i en dynamisk miljö | snabbt kan anpassa dig till förändrade arbetsuppgifter och prioriteringar | Scrum | uppdatera befintliga mjukvarustrukturer | stärka och automatisera tester för den kod som ska implementeras | säkerställa funktionaliteten | testas funktionerna först på riggar och sedan i flygplan i senare utvecklingsfaser | Python-skript | automatiserade tester | dokumentationsarbete enligt Saabs processer,programmerare | i | Linköping | du | att | ta dig | en | Här | får du | utvecklad | ta | Tänk dig | ditt | vilket | skapar | helt | Som | del | av | ett | engagerat | med | systemingenjörer | apparatingenjörer | veckouppstarter | version | arbetsuppgifter: Du | funktionaliteten | funktionerna | först | sedan | utvecklingsfaser | av arbetet | även | samt | söker dig som | har | Högskole- | eller | (t.ex | datateknik | teknisk | fysik) | mjukvaruutveckling | söker dig som är | självgående | och initiativtagande | ser | tar | utan | Du är | orädd | ställa | i ditt | framåtlutad | engagerad inställning | driv i | är dessutom | och | anpassa dig | Framtiden | göra | på | orter i Sverige | Villkor | Startdatum | Placeringsort | Omfattning,programmerare | Linköping | ta dig | får du | utvecklad | ta | Tänk dig | skapar | helt | del | engagerat | systemingenjörer | apparatingenjörer | veckouppstarter | version | arbetsuppgifter: Du | funktionaliteten | funktionerna | först | utvecklingsfaser | av arbetet | även | samt | söker dig som | Högskole- | t.ex | datateknik | teknisk | fysik | mjukvaruutveckling | söker dig som är | självgående | och initiativtagande | ser | tar | Du är | orädd | ställa | i ditt | framåtlutad | engagerad inställning | driv i | är dessutom | anpassa dig | Framtiden | göra | orter i Sverige | Villkor | Startdatum | Placeringsort | Omfattning,i | du | att | en | Här | ditt | vilket | Som | av | ett | med | sedan | har | eller | utan | och | på,
BERT task-unadapted,it,all_skills,1590b304487f956e96466de9cd8b37702bc70ea9,1,7,0,0,99,16,1,0.010101010101010102,0.0625,0.01739130434782609,8,0.08080808080808081,0.5,0.13913043478260873,8,0.08080808080808081,0.5,0.13913043478260873,8,0.08080808080808081,0.5,0.13913043478260873,120,21,0,0,0.0,C | C++ | Svenska och engelska i tal och skrift | Python | C# | andra skriftspråk | elektronik-CAD | en entreprenörsdriven person | står upp för vad du tycker och tänker | vågar be om hjälp | ifrågasätta varför något fungerar som det gör | utmana AFRYs kunder | gott samarbeta | driva projekt framåt | lära av varandra | passionerad,Embeddedutvecklare | Talangprogram | 2024? | Nu | du | kickstarta | din | en | Tillsammans | nyutexaminerade | ambitiösa | kommer du vara | 2024! | AFRY | Arbete | Sveriges | mest attraktiva arbetsgivare •Individuell | dig | med | i | Bli | en härlig | och | ta del | konsultluncher | AWs | mm | Moderna | fräscha | kommer | i Talangprogrammet | Talangprogrammet | Göteborg | Inledningsvis kommer | få | komma | ett | vill | Därefter | målet | att du ska | kan | Under Talangprogrammet | utbildningsdagar | såväl | som | ges | även | ta | av | kollegorna från Talangprogrammet | Framtiden! Du | som söker tjänsten | entreprenörsdriven | står | upp | vågar | om | men även | gör | värdesätter gott | Vi | även att du | ditt | du tycker | det | att | Embeddedutvecklare! | för tjänsten: •Kandidatexamen/Civilingenjörsexamen | Kandidatexamen/Civilingenjörsexamen | Datateknik/Inbyggda | System/Elektronik/Motsvarande | Kunskap | programmeringsspråken C | C++ | Svenska | i tal | skrift •Krav | säkerhetsklassat | för tjänsten: •Kunskap | programmeringsspråken | Python/C#/andra | skriftspråk •Kunskap | B-körkort | ett av Sveriges ledande | teknikkonsultbolag | rankat som | mest populära arbetsgivare bland ingenjörer | hängivna | Företaget | lokaliserat | deras | Linköping | Göteborg söker | nu nya Talanger | Talanger som | läs | mer | AFRY här | https://afry.com/sv | Hur | ansöker | https://www.framtiden.com/ | Välkommen | redan | idag! | Framtiden AB | Framtiden | göra | rätt | på sju | orter i Sverige | tjänsten som | första | anställas | Villkor | Startdatum | Arbetstider: Mån-fre | Mån-fre | Omfattning,Embeddedutvecklare | Talangprogram | 2024? | kickstarta | Tillsammans | nyutexaminerade | ambitiösa | kommer du vara | 2024! | AFRY | Arbete | Sveriges | mest attraktiva arbetsgivare •Individuell | en härlig | ta del | konsultluncher | AWs | mm | Moderna | fräscha | kommer | i Talangprogrammet | Talangprogrammet | Göteborg | Inledningsvis kommer | få | komma | vill | Därefter | målet | att du ska | Under Talangprogrammet | utbildningsdagar | såväl | ges | även | ta | kollegorna från Talangprogrammet | Framtiden! Du | som söker tjänsten | entreprenörsdriven | står | vågar | men även | gör | värdesätter gott | även att du | du tycker | Embeddedutvecklare! | för tjänsten: •Kandidatexamen/Civilingenjörsexamen | Kandidatexamen/Civilingenjörsexamen | Datateknik/Inbyggda | System/Elektronik/Motsvarande | Kunskap | programmeringsspråken C | C++ | Svenska | i tal | skrift •Krav | säkerhetsklassat | för tjänsten: •Kunskap | programmeringsspråken | Python/C#/andra | skriftspråk •Kunskap | B-körkort | ett av Sveriges ledande | teknikkonsultbolag | rankat som | mest populära arbetsgivare bland ingenjörer | hängivna | Företaget | lokaliserat | Linköping | Göteborg söker | nu nya Talanger | Talanger som | läs | mer | AFRY här | https://afry.com/sv | ansöker | https://www.framtiden.com/ | Välkommen | redan | idag! | Framtiden AB | Framtiden | göra | rätt | på sju | orter i Sverige | tjänsten som | första | anställas | Villkor | Startdatum | Arbetstider: Mån-fre | Mån-fre | Omfattning,Nu | du | din | en | dig | med | i | Bli | och | ett | kan | som | av | upp | om | Vi | ditt | det | att | deras | Hur,
BERT task-unadapted,it,all_skills,cf2b460ad354d65d00d86c0d70e434d40e7a9973,5,16,0,0,70,35,5,0.07142857142857142,0.14285714285714285,0.09523809523809523,21,0.3,0.6,0.4,21,0.3,0.6,0.4,21,0.3,0.6,0.4,87,17,0,0,0.0,"ett starkt intresse för kommunikationsteknik | ett mindset av att leverera kvalitet framför kvantitet | en gedigen teknisk bakgrund inom mjukvara | utvecklingsprojekt där den detaljerade kravbilden inte alltid är helt klar | Programspråk | P4 | C | C++ | Java | Python | Linux | Yocto | Open Source-mjukvara | Software Defined Networking | Information Assurance | cybersäkerhet | Virtualisering | interaktion mellan mjukvara och hårdvara | utveckla, integrera och verifiera IP-nätverkselement | mjukvaruutveckling | kravanalys och verifiering av mjukvara på funktions- och systemnivå | Java-programmering | proaktiv och pålitlig lagspelare | god kommunikationsförmåga | driven | självständig | intresserad av att utvecklas vidare | prestigelöst bidrar till teamet | hjälper till där det behövs | nyfiken | håller dig uppdaterad på ny teknik | delar med dig av din kompetens till dina teamkamrater | bidrar i kunskapsöverföring | dokumentation | informationsdelning",Senior | Software | Vill | göra | Här | du | till | skapa | människor | drivs | nu söker vi | en | vårt | som utvecklar | mjukvarubaserade | IP-nätverkselement | kommunikationslösningar | I | kommer | att utveckla | och | verifiera | systemnivå | teknologier | vi att du | teknisk | mjukvara | kommunikationsteknik | mindset | Det | om du har | av | klar | Vidare behöver du ha eftergymnasial | Vi söker dig som | lagspelare | med | kommunikationsförmåga | Som person | driven | självständig | intresserad | samtidigt | prestigelöst | dig | med dig | din | dina | teamkamrater | Du kommer | del | ett | mångsidigt | team där | stöd | till nära | för oss att du delar dessa | vi ser det som | teams | att du | också | Programspråk så | C | C++ | Source-mjukvara | Assurance | Virtualisering | Förståelse | Tjänsten | är | placerad | Linköping | Göteborg | Befattningen | innovationer | som | gjort | Modiga | pionjärer | kluriga | ditt | Allt från | tekniksmarta | mer | om oss här | Varmt välkommen | ansökan!,Senior | Software | Vill | göra | skapa | människor | drivs | nu söker vi | som utvecklar | mjukvarubaserade | IP-nätverkselement | kommunikationslösningar | kommer | att utveckla | verifiera | systemnivå | teknologier | vi att du | teknisk | mjukvara | kommunikationsteknik | mindset | om du har | klar | Vidare behöver du ha eftergymnasial | Vi söker dig som | lagspelare | kommunikationsförmåga | Som person | driven | självständig | intresserad | samtidigt | prestigelöst | med dig | teamkamrater | Du kommer | del | mångsidigt | team där | stöd | till nära | för oss att du delar dessa | vi ser det som | teams | att du | också | Programspråk så | C | C++ | Source-mjukvara | Assurance | Virtualisering | Förståelse | Tjänsten | placerad | Linköping | Göteborg | Befattningen | innovationer | gjort | Modiga | pionjärer | kluriga | Allt från | tekniksmarta | mer | om oss här | Varmt välkommen | ansökan!,Här | du | till | en | vårt | I | och | Det | av | med | dig | din | dina | ett | är | som | ditt,
BERT task-unadapted,it,all_skills,8dd0c2f9c8625abc0f556e23de14f7c0c40e74cb,5,17,0,0,98,42,5,0.05102040816326531,0.11904761904761904,0.07142857142857142,22,0.22448979591836735,0.5238095238095238,0.3142857142857143,22,0.22448979591836735,0.5238095238095238,0.3142857142857143,22,0.22448979591836735,0.5238095238095238,0.3142857142857143,119,20,1,0,0.0,"förvaltnings- och säkerhetsarbete inom Windows | scripting och automation i IT-miljöer | systemintegration | GPO hantering | powershell | skapa och underhålla systemdokumentation | uttrycka dig i tal och skrift på svenska och engelska | självständigt | samarbete med andra | anta utmaningar | förmedla lösningar | sätta dig in i olika verksamheter och tekniska lösningar | flexibel för att kunna hantera förändrade förutsättningar | trygg i dig själv | har stor integritet | naturligt säkerhetsmedveten | nyfiken | kreativ | kan uppnå ett stort förtroende hos våra uppdragsgivare | tar ett stort ansvar för dina åtaganden | strukturerad | uppsökande | självgående | virtualisering | Försvarsmaktens specifika logg- och säkerhetslösningar | Försvarsmaktens krypto | kravframtagning och kravuppfyllnad av klienthårdvara | arbete med teknisk utbildning | framtagande av utbildningsunderlag | genomförande samt uppföljning av utbildning | IT-infrastruktur | projektledning | utveckling, förvaltning och implementering av produkter med höga krav på säkerhet både gällande hård- som mjuk-vara | planering och uppföljning samt utveckling av rutiner | arbetssätt och design från grunden | konfiguration | uppgradering | patchning | delta och ge stöd till kontorets övriga verksamhet | arbeta självständigt | leda och genomföra arbetsuppgifter | Försvarsmakten eller annan myndighet inom totalförsvaret",Klientspecialist | (KIT) | samt | svara | upp | söker nu | en | Som | kommer du | implementering | gällande | mjuk-vara | I | annat planering | uppföljning samt | Avstämningar | arbetsuppgifter | Dessutom | det även | självständigt | leda | genomföra | din | också | ge stöd | Kvalifikationer | ställer som | att du | följande kriterier | exempelvis | av | skapa | dig i tal | skrift | engelska | Meriterande | är | om du uppfyller | dessa kriterier: • Relevant | akademisk examen eller motsvarande | arbetsgivaren | med | teknisk | framtagande | samt genomförande samt | IT-infrastruktur | egenskaper | både självständigt och i | anta | Detta innebär god | både | sätta dig | också viktigt att du | Som person | trygg i dig | själv | har stor | säkerhetsmedveten | och | kreativ | uppnå | ett stort | tar | ett | du | strukturerad | självgående | läggas vid | personlig | begäran | verifieras | urvalstester | Tjänsten | placerad | en tillsvidareanställning | på | månaders | provanställning | enligt | upplysningar | befattningen | vänligen | 2025-08-28 | ska | vi | oss | Ansökningar | till denna befattning | tas emot | säkerhetstjänsten | (Must) | del | Must | arbetsuppgifter. Här | officerare | IT | teknik | dig därför | Läs | vår | här | Varje | våra | både i stort och smått | dig | värdesätts | därför sökanden med | i våra | rekryteringar | 3 | följer | I anställningen | även | typ | anställning | CV | bifogas | i anställningsprocessen | undanbedes,Klientspecialist | KIT | samt | svara | söker nu | kommer du | implementering | gällande | mjuk-vara | annat planering | uppföljning samt | Avstämningar | arbetsuppgifter | Dessutom | det även | självständigt | leda | genomföra | också | ge stöd | Kvalifikationer | ställer som | att du | följande kriterier | exempelvis | skapa | dig i tal | skrift | engelska | Meriterande | om du uppfyller | dessa kriterier: • Relevant | akademisk examen eller motsvarande | arbetsgivaren | teknisk | framtagande | samt genomförande samt | IT-infrastruktur | egenskaper | både självständigt och i | anta | Detta innebär god | både | sätta dig | också viktigt att du | Som person | trygg i dig | har stor | säkerhetsmedveten | kreativ | uppnå | ett stort | tar | strukturerad | självgående | läggas vid | personlig | begäran | verifieras | urvalstester | Tjänsten | placerad | en tillsvidareanställning | månaders | provanställning | enligt | upplysningar | befattningen | vänligen | 2025-08-28 | ska | Ansökningar | till denna befattning | tas emot | säkerhetstjänsten | Must | del | arbetsuppgifter.Här | officerare | IT | teknik | dig därför | Läs | både i stort och smått | värdesätts | därför sökanden med | i våra | rekryteringar | 3 | följer | I anställningen | även | typ | anställning | CV | bifogas | i anställningsprocessen | undanbedes,upp | en | Som | I | din | av | är | med | själv | och | ett | du | på | vi | oss | vår | här | Varje | våra | dig,
BERT task-unadapted,it,all_skills,5fbdab39e22764b692688b7881116fe42fee5823,0,6,0,0,28,14,0,0.0,0.0,0.0,6,0.21428571428571427,0.42857142857142855,0.2857142857142857,6,0.21428571428571427,0.42857142857142855,0.2857142857142857,6,0.21428571428571427,0.42857142857142855,0.2857142857142857,46,18,0,0,0.0,embedded utveckling | embedded C | Python | ett stort intresse för programmering | driven | ansvarstagande | engagerad i ditt arbete | engelska i tal och skrift | embedded C utveckling | ett scrum-team | utveckling av hårdvarunära programmering | elektronikutveckling | webb-utveckling | app-utveckling,Utvecklare | som vill | i | vidare! | till | ett | med | sammanhållning | varje | Ditt | embedded | C | där | du | ingår | scrum-team | som | ingå | härligt | inkluderande | team | god | stämning | får | en | del | av | utvecklarmiljö | dig | Vem | passa | denna | är det viktigaste att | stort | engagerad | Akademisk | i tal | skrift | Hör | oss | så | mer! | in | din | ser | ansökan!,Utvecklare | som vill | vidare! | sammanhållning | embedded | C | ingår | scrum-team | ingå | härligt | inkluderande | team | god | stämning | får | del | utvecklarmiljö | passa | är det viktigaste att | stort | engagerad | Akademisk | i tal | skrift | Hör | mer! | ser | ansökan!,i | till | ett | med | varje | Ditt | där | du | som | en | av | dig | Vem | denna | oss | så | in | din,
BERT task-unadapted,it,all_skills,6e1fbf0f85915f3f2d945e5c4bd564ac984fe80f,6,10,0,0,72,30,6,0.08333333333333333,0.2,0.11764705882352941,16,0.2222222222222222,0.5333333333333333,0.3137254901960784,16,0.2222222222222222,0.5333333333333333,0.3137254901960784,16,0.2222222222222222,0.5333333333333333,0.3137254901960784,96,24,0,0,0.0,"PHP-utveckling | ramverk | Laravel | Symfony. webbteknologier | HTML | CSS | JavaScript | relaterade ramverk | samarbeta med cross-funktionella team | problemlösningsförmågor | arbeta självständigt såväl som i team | E-handelsplattformar och dess utmaningar | Molnbaserade plattformar | AWS | GCP | Micro services | har starka färdigheter inom webbutveckling och e-handel | Utveckla och underhålla PHP-baserade applikationer och mikrotjänster | designa, implementera och testa nya funktioner och förbättringar | Integrera och arbeta med olika tjänster och API:er | Bidra till tekniska diskussioner | beslut kring systemarkitektur, prestandaoptimering och säkerhet | Symfony | webbteknologier | analytisk | har ett sant öga för detaljer | delar visionen | samarbete i team | ödmjukhet | Samarbeta med andra utvecklare och tekniska team",PHP | Starweb | Vill du | vara | med | och skapa | e-handelsupplevelse | oss? | det rätta | dig | Här | e-handel | i | brinner | våra | e-handelsresa | Vi vill vara det | förstahandsvalet | som vill | delar | oss | Nu | vi oss i | en | vår | det | Malmöbaserade | tar | Det innebär | att | ett | gäng | som sätter | göra det lilla extra | ska | är här du | kommer | in i | Nu söker | vi | till vårt härliga | Malmö | kan | det vara du? | ser | att du | Dessutom | du | har | ett sant | visionen | efter | e-handelslösning | delar även | vilket i | tätt | Som PHP | Utveckla | PHP-baserade | vår e-handelsplattform | utvecklare | designa | implementera | funktioner | och | tjänster och | API:er | funktionaliteten | prestandan | Kvalifikationer för rollen | 3 | relevant | arbetslivserfarenhet | PHP-utveckling | av | mjukvarulösningar | förståelse | HTML | CSS | JavaScript | Utmärkta | problemlösningsförmågor | självständigt såväl som i | om du har | E-handelsplattformar | plattformar | AWS | får | skapa | vill | vårt | detta | rätt | Känner | vi söker? | din,PHP | Starweb | Vill du | och skapa | e-handelsupplevelse | det rätta | e-handel | brinner | e-handelsresa | Vi vill vara det | förstahandsvalet | som vill | delar | vi oss i | Malmöbaserade | tar | Det innebär | gäng | som sätter | göra det lilla extra | ska | är här du | kommer | in i | Nu söker | till vårt härliga | Malmö | det vara du? | ser | att du | Dessutom | ett sant | visionen | e-handelslösning | delar även | vilket i | tätt | Som PHP | Utveckla | PHP-baserade | vår e-handelsplattform | utvecklare | designa | implementera | funktioner | tjänster och | API:er | funktionaliteten | prestandan | Kvalifikationer för rollen | 3 | relevant | arbetslivserfarenhet | PHP-utveckling | mjukvarulösningar | förståelse | HTML | CSS | JavaScript | Utmärkta | problemlösningsförmågor | självständigt såväl som i | om du har | E-handelsplattformar | plattformar | AWS | får | skapa | vill | rätt | Känner | vi söker?,vara | med | oss? | dig | Här | i | våra | oss | Nu | en | vår | det | att | ett | vi | kan | du | har | efter | och | av | vårt | detta | din,
BERT task-unadapted,it,all_skills,b05cab760e28c93fa7c8525449dc11f1905f10f0,2,1,0,0,34,7,2,0.058823529411764705,0.2857142857142857,0.0975609756097561,3,0.08823529411764706,0.42857142857142855,0.14634146341463417,3,0.08823529411764706,0.42857142857142855,0.14634146341463417,3,0.08823529411764706,0.42857142857142855,0.14634146341463417,51,17,0,0,0.0,datateknik | problemlösning | konsultrollen | nyfiken | samarbetsvillig | har intresse för teknik | elektronik/elektroteknik,Combitech | i | dina | datateknik | elektronik/elektroteknik | vill att du i | din | ska få göra | människor | Vill du | på | vår | Sök Combitechs | exjobb! Din | som | exjobbare | erbjuda | ditt | få | ett | dedikerad | Vem | du? | Vi söker dig som | högskole- | civilingenjörsprogram | personliga | söker dig som har | teknik | skriver i | söka | oss | Urvalet | ser | ansökan! Kom | gör | bättre | rätt | därför gör | det | våra | vårt | kompetensutvecklingsprogram Combitech | GROW | en | naturlig | anställning! | ger dig | att | oss? | karriärsidor!,Combitech | datateknik | elektronik/elektroteknik | vill att du i | ska få göra | människor | Vill du | Sök Combitechs | exjobb! Din | exjobbare | erbjuda | få | dedikerad | Vi söker dig som | högskole- | civilingenjörsprogram | personliga | söker dig som har | teknik | skriver i | söka | Urvalet | ser | ansökan! Kom | gör | bättre | rätt | därför gör | kompetensutvecklingsprogram Combitech | GROW | naturlig | anställning! | ger dig | karriärsidor!,i | dina | din | på | vår | som | ditt | ett | Vem | du? | oss | det | våra | vårt | en | att | oss?,
BERT task-unadapted,it,all_skills,600cb673fe1d779dc022e96c1196e2e8ab6e8942,2,5,0,0,50,8,2,0.04,0.25,0.06896551724137932,7,0.14,0.875,0.24137931034482757,7,0.14,0.875,0.24137931034482757,7,0.14,0.875,0.24137931034482757,72,22,0,0,0.0,DevOps | skapa automatiska utvecklingsflöden för industrin | bygga effektiva lösningar baserade på de senaste teknologierna | agilt | kreativ | intresserad av programvaruutveckling i alla former | har stort intresse för verktyg och scriptspråk | en lagspelare,DevOps | utvecklare | Combitech | i | Göteborg Vi söker nu DevOps | Göteborg | får du | med | dina | bygga | digitaliserade | digitalisering | cloud | autonomi | intelligens | oss | samt | är | ett team | utvecklar | Systemen | våra | agila | Uppdragen | hela kedjan | DevOps-team | vi | en | öppen | du | får | enligt agila | skapar | kreativ | miljö | Vem | Vi söker dig som | och | intresserad | programvaruutveckling i | stort | framtagning | mjukvarubaserade | att | lagspelare | ett agilt | eller Högskoleingenjör med | Datateknik | Civilingenjör/Universitetsutbildning | programvaruutveckling | välkomnar både | som | av | sin | löpande | man | gör | ett | bättre | om | därför gör | det | handlar | företag | hållbar | i våra | din | står | Vill du veta | mer | hur | oss?,DevOps | utvecklare | Combitech | Göteborg Vi söker nu DevOps | Göteborg | får du | bygga | digitaliserade | digitalisering | cloud | autonomi | intelligens | samt | ett team | utvecklar | Systemen | agila | Uppdragen | hela kedjan | DevOps-team | öppen | får | enligt agila | skapar | kreativ | miljö | Vi söker dig som | intresserad | programvaruutveckling i | stort | framtagning | mjukvarubaserade | lagspelare | ett agilt | eller Högskoleingenjör med | Datateknik | Civilingenjör/Universitetsutbildning | programvaruutveckling | välkomnar både | löpande | gör | bättre | därför gör | handlar | företag | hållbar | i våra | står | Vill du veta | mer,i | med | dina | oss | är | våra | vi | en | du | Vem | och | att | som | av | sin | man | ett | om | det | din | hur | oss?,
