id,headline,description,skills_list,skill_type,skill_count
98dddf8418ba79f5ee194ff886354fcc6e9195c9,Senior DevOps / Feature Leader Volvo Group,Är du en erfaren DevOps-utvecklare som brinner för effektivitet och verktyg i världsklass? Då är det här uppdraget för dig! 📍 Uppdragsort: Göteborg 📅 Period: 1 maj – 31 december 2025 ⏰ Omfattning: 100% 💰 Maxpris: 950 sek/h 📁 Uppdrag: Via Armabeconsulting AB Om rollen: Volvo Group Trucks Technology söker en senior teknisk expert som vill vara med och utveckla framtidens mjukvaruverktyg inom fordonsindustrin. Du kommer att ingå i ett DevOps-team med stort mandat och frihet – med uppdraget att förbättra hela CI/CD-flödet och utvecklarupplevelsen. Ansök nu! 📩 Intresserad? Kontakta oss direkt eller skicka din konsultprofil till ****,['fordonsindustrin'],distinct_skills,1
a20d795463241aab8b99e2d7a37d855d29f33656,Embeddedutvecklare som räddar liv!,"Är du en vass Embeddedutvecklare som vill vara en del av ett bolag som arbetar med innovativa tekniska lösningar för att rädda liv? Varje dag strävar vår kund efter att leverera världsledande livräddande lösningar för mobilitet och samhälle. Vill du vara med och bidra till deras vision? Då ska du läsa vidare! OM TJÄNSTEN: Friday söker för kunds räkning en Embeddedutvecklare. Vår kund är en världsledande bilsäkerhetsleverantör som utvecklar, tillverkar och säljer säkerhetssystem för fordon. I rollen som Embeddedutvecklare kommer du att arbeta med att bygga den framtida mjukvaruplattformen för nästa generations produkter inom området innovation. Du kommer att arbeta nära forskning för att optimera och integrera den senaste kunskapen i produkter som kunden ger till användarna. Du kommer också att få möjlighet att arbeta nära elektronikavdelningen och påverka val av MCU:er, sensorer och mer. I tjänsten kommer du vidare bli en del av ett internationellt och agilt projektteam om 9 personer som är ansvariga för att bygga en verktygslåda med mjukvarukomponenter för att snabbt industrialisera idéer. Teamet kommer att äga uppstarten av projekt, liksom att bygga de ramverk som kommer att användas för att accelerera tiden från en prototyp till en produkt i användarens händer. Teamet du kommer att tillhöra kommer att vara en central del i den digitala strategin i den globala kontext som vår kund verkar i. Verktygen är C, C++ och automatisering med Python. Koden hålls i Git och automatisering av tester och integration sker med hjälp av Azure DevOps. VI SÖKER DIG SOM: Har en högskole- eller universitetsutbildning inom datateknik, elektro, mekatronik eller likvärdigt. Har goda kunskaper inom C/C++ och Python. Har arbetat med embeddedutveckling inom automotive och/eller liknande bransch Är flytande i engelska i både tal och skrift då språket kommuniceras internt. Stor vikt kommer att läggas vid personlig lämplighet där vi tror att du är strukturerad, noggrann och kommunikativ. Du har lätt för att prata med olika personer och att samarbeta. Vi ser vidare att du även är självgående och tar stort ansvar för ditt arbete samtidigt som du gärna arbetar i ett nära samarbete med dina kollegor. Vidare är du initiativtagande och flexibel där du trivs i en internationell och dynamisk arbetsmiljö utan tydliga ramar eller riktlinjer. Kom ihåg att vara snabb med din ansökan då vi gör löpande urval av kandidater och att annonsen kan stängs ner innan tjänsten är tillsatt om vi gått över till urvals- och intervju fas. OM FRIDAY: Genom att vara en partner både till våra kandidater och kunder strävar vi efter att hitta den bästa matchningen. Det gör vi genom att lära känna våra kunder och kandidater på riktigt! Vi ser självklart till att kunskaps- och erfarenhetskrav matchar, men framförallt lägger vi vikt vid samsyn kring värderingar och företagskultur som båda parter värdesätter. Vår passion är att hjälpa människor till rätt roll, arbetsplats och sammanhang inom IT och teknik. Vi riktar oss främst till dig som är i början av din karriär eller studerar vid högskola/universitet inom IT och Teknik. Vår övertygelse är att människor uppnår sin fulla potential när man ser fram emot att gå till jobbet varje morgon. Friday – everyday, hur låter det?",['automotive och/eller liknande bransch'],distinct_skills,1
8fc7a4285bf16979b988f78be1adc3d9a6f4eb82,Data scientist till Husqvarna AB,"Vill du arbeta med smart teknik, AI och framtidens robotgräsklippare? Husqvarna Robotics söker en Data Scientist som vill vara med och analysera stora mängder data, bygga smartare produkter – och forma framtidens trädgårdslösningar. Här får du en nyckelroll i ett högteknologiskt team där innovation, AI och hållbarhet möts. Om rollen Som Data Scientist på Husqvarna Robotics kommer du att vara en del av ett mindre, dedikerat team med stor påverkan. Du arbetar med att samla in, analysera och visualisera data från våra robotgräsklippare, fabriker, serviceverktyg och användarappar. Ditt jobb? Att göra datan begriplig, användbar och värdefull för hela organisationen – och i förlängningen våra kunder. Du kommer bland annat att: •Samla in och strukturera data från tusentals sensorer i våra produkter •Skapa dashboards och rapporter för produktägare och chefer •Arbeta nära andra utvecklare och produktteam för att förbättra produktkvalitet och kundupplevelse •Delta i AI-/ML-projekt – t.ex. träna robotgräsklippare att känna igen objekt som igelkottar •Vara en social nyckelperson som samlar in behov och insikter från olika delar av organisationen Det här är en social och analytisk roll där du får sitta i möten med både utvecklare, chefer och produktägare – och därefter gräva ner dig i siffror, kod och AI-modeller. Vem är du?För att trivas i rollen är du analytisk, nyfiken och trivs med att ha många kontaktytor. Du gillar att förstå komplex data och omvandla den till insikter och lösningar. Du kan vara nyutexaminerad, men bör vara självsäker och nyfiken. Du är också en teamplayer som gillar att stötta och samarbeta. Vi är världsledande inom robotgräsklippare och utvecklar framtidens intelligenta trädgårdslösningar i ett av Sveriges mest teknikdrivna team. Om Framtiden AB Vi på Framtiden arbetar med både bemanning och rekrytering, vi vill göra skillnad i människors liv. Skillnad gör vi genom att hjälpa människor att hitta rätt jobb och rätt kollega. Vi är specialister på att rekrytera rätt talanger till rätt företag. Framtiden finns på sju orter i Sverige samt i Oslo. För denna tjänst kommer du att vara anställd genom oss på Framtiden för att sedan ha möjlighet att gå över i anställning direkt hos kundföretaget. Villkor:Plats: Huskvarna Omfattning: Heltid Start: Enligt överenskommelse Låter det spännande? Ansök redan idag – och var med och forma framtidens teknik tillsammans med oss!",['framtidens robotgräsklippare'],distinct_skills,1
2a1394eb90de28e97e8ffd4d095ad1c7a95f2c23,Starta Din Karriär som Ingenjör på Ledande Fordonsföretag i Göteborg,"Om tjänsten: Vi söker nu flertalet talanger som vill börja sin karriär på ett ledande bolag inom fordonsindustrin i Göteborg. De roller vi söker: SW testingenjör SW testingenjör OTA (over the air) Diagnostik: Mjukvaruutvecklare i c++ Diagnostik: felsökningsmetodik Mjukvaruingenjör inom matlab och simulink. De olika rollerna är positionerade på ett ledande företag inom fordonsindustrin i Göterborg. Avdelningenär en nyckelspelare inom företagets forskning och utveckling. Denna avdelning ansvarar för att utveckla och leverera viktiga teknologier, inklusive mjukvaruimplementering som Over-the-Air (OTA) uppdateringar och interna tjänster för fordonens plattform och energihantering. De arbetar även med cybersäkerhet, fordonskonfiguration och kommunikationslösningar som automotive ethernet. Dessutom utvecklar de system för fordonsdiagnostik och användarbehörighet, vilket stöder den grundläggande infrastrukturen för fordonens elektroniska styrsystem. Avdelningen är avgörande för företaget eftersom de utvecklar och underhåller de grundläggande teknologier som möjliggör säker och effektiv drift av deras fordon. Dessa teknologier stödjer inte bara utveckling och produktion utan förbättrar också kundupplevelsen genom kontinuerliga förbättringar, uppdateringar och säkerhetslösningar. Därmed spelar deras avdelning en central roll i företagets digitala och teknologiska innovationer. Det finns ett bestämt antal öppningar till denna spännande avdelning där du även kommer vara en del av Xameras talangprogram. Ansök idag! Vi söker dig som: Har en M.Sc. eller B.Sc. inom Elektronik, Data, Elektroteknik, eller liknande områden. För mjukvaruutveckling: Kunskaper i C/C++ eller Matlab/Simulink. För testning: Kunskaper i Python och C/C++, samt Canalyzer/CANoe. För diagnostik: Intresse för praktiskt arbete med produkter och förståelse för mjukvaruutveckling i C++. Svenskt körkort är fördelaktigt. Kunskaper i engelska är ett krav. Om företaget:Företaget är ett globalt erkänt företag inom bilindustrin, känt för sitt starka fokus på säkerhet, kvalitet och innovation.De harbyggt ett rykte som en ledare inom säkerhetsteknik, med många banbrytande innovationer som har satt standarden för hela branschen. Företagetkombinerar skandinavisk design med avancerad teknik för att erbjuda en förstklassig körupplevelse, och fortsätter att utveckla framtidens mobilitetslösningar med fokus på autonom körning och uppkopplade tjänster. Praktisk information:Den här tjänsten är en del av Xameras talangprogram, Xamera Talent. Här har företaget har valt att investera extra i just dig och din personliga utveckling. Tjänsten tillsätts löpande och är på heltid med fast, marknadsmässig lön och startdatum enligt överenskommelse med hänsyn till eventuell uppsägningstid. Kontaktperson: **** ****",['fordonsindustrin'],distinct_skills,1
6d353c8cb10c7a1356b9ad1f9c0174ca3ad63188,DevSecOps-utvecklare,"Vi söker nu en erfaren DevSecOps-utvecklare till vår kund för att stärka deras dynamiska team och leda dem framåt i deras digitala omvandling. Du kommer att ha en central roll för att skapa snabbare kundvärde i det digitala kundmötet. Aveer är en IT-konsultfirma som fokuserar på att tillhandahålla högkvalitativa konsulttjänster inom IT- och affärslösningar till våra klienter. Vi tror på att skapa en stimulerande arbetsmiljö där våra medarbetare kan utvecklas och trivas samtidigt som de får möjlighet att arbeta på spännande projekt och utmaningar. Konsultrollen hos Aveer passar perfekt för dig som tycker om det ansvar den medför, eftersom den ger dig möjlighet att ta kontroll över din karriär och utveckling. Genom att vara en del av vårt team av konsulter får du chansen att utforska olika branscher och uppdrag, samtidigt som du får arbeta på spännande projekt där din kompetens behövs. Din kompetens kommer att värdesättas och göra verklig skillnad för våra kunder. Som anställd hos Aveer har du förmågan att påverka dina uppdrag och därigenom skapa en arbetsmiljö som passar just dina intressen och ambitioner, samtidigt som du har möjlighet att fortsätta att utvecklas och växa inom företaget. Vem söker vi? Vi söker dig som är driven och vågar ifrågasätta gamla arbetssätt. I det dagliga arbetet ingår utveckling av nya tjänster och produkter inom försäkringsområdet, eliminering av återkommande incidenter och proaktiv felsökning med hjälp av monitorering och alerts. Kunden arbetar enligt SAFe så erfarenhet av agila metoder och självledarskap är en fördel. Du kommer att arbeta främst med frontendutveckling där viss backendutveckling kan förekomma. Kvalifikationer: Minst 10 års erfarenhet inom frontendutveckling i nämnda Teknikområden Gedigen erfarenhet av agila arbetssätt – Scrum/SAFe Erfarenhet av utveckling i miljöer med komplexa och verksamhetskritiska systemrelationer Erfarenhet av arkitektoniska ramverk och mönster Erfarenhet av teststrategier och testautomation, och prestandatestning Erfarenhet av containerteknik Erfarenhet av Azure Cloud Mycket god förmåga att uttrycka dig i tal och skrift på svenska (modersmål) samt på engelska Teknikområden: Frontendutveckling – Javascript/React (och grundläggande UX) Backendutveckling – Java (och .NET) BDD, TDD Clean Architecture Azure DevOps, CI – CD och arbete i Azure Boards Docker/Containers/OpenShift Azure Cloud Feature toggling Är du en öppen och positiv lagspelare med 10-12 års erfarenhet inom IT och mjukvaruutveckling?Då kan rollen somDevSecOps-utvecklare passa dig perfekt. Skicka in din ansökan redan idag! Fördelar med att vara hos Aveer Variation i uppdrag:Som konsult får du möjlighet att välja och påverka dina uppdrag, vilket ger dig variation och möjlighet att bredda din erfarenhet inom olika branscher och projekt. Efterfrågan på din kompetens: Din kompetens är högt efterfrågad, vilket innebär att du kommer att vara i en position där din kunskap och erfarenhet värderas högt av både Aveer och våra klienter. Konkurrenskraftig lön:Hos oss finns enbart experter och vi ser till att din ersättning reflekterar den höga nivån av kompetens och erfarenhet du besitter inom din bransch. Aveer, ett dynamiskt IT-konsultföretag som just nu på en spännande tillväxtresa och vi söker nu våra nästa experter inom IT. Vi främjar innovation och anser att inga idéer är för stora. Eftersom vi verkar inom IT-sektorn är det ingen hemlighet att vi älskar tech och innovativa lösningar. Därför förväntar vi oss att du delar samma ambitioner och inte är rädd för att utforska nya vägar och tillvägagångssätt. Bemannings-/rekryterings-bolag samt underkonsulter undanbedes.",['försäkringsområdet'],distinct_skills,1
29fdbf83b8129345c9d96196223de16aeadea161,ALTEN Industry söker Mjukvaruutvecklare,"Se hit! Har du tidigare erfarenhet av mjukvaruutveckling eller systemutveckling och är sugen på att ta dig an nya utmaningar inom Flyg och Försvar? Då borde du ansöka direkt! VAD ERBJUDER VI? På ALTEN är varje individ lika värdefull när vi utvecklar morgondagens värld idag. Vi möter framtida utmaningar genom att bidra med relevant kompetens i våra kunders projekt och ge våra medarbetare möjlighet att nå sin fulla potential. Det gör vi genom att erbjuda tekniska utmaningar, utvecklande möjligheter, inspirerande gemenskap och chansen att bidra till en hållbar framtid. Vi är övertygade om att din utveckling styrs av din passion och drivkraft. Genom att vara verksamma inom flera olika branscher kan vi erbjuda ett brett utbud av uppdrag och en möjlighet att påverka både din omvärld och din egen utveckling framåt. Med ett coachande ledarskap guidar våra ledare dig i rätt riktning. Vi erbjuder även personliga utbildningsmöjligheter genom din individuella utbildningsbudget, som du kan nyttja i vår interna ALTEN Academy eller på externa kurser. På ALTEN finns alla möjligheter till inspirerande gemenskap och att få göra det du tycker är roligt, tillsammans med dina kollegor. Vi har flera interna nätverk, såsom ALTEN Sports och **** där du ges möjlighet aktivera dig tillsammans med dina kollegor eller driva frågor och ämnen som just du brinner för. För oss är balansen mellan arbete och fritid viktig – därför ger vi dig tre extra lediga dagar per år. Dessutom är alla våra anställda anslutna till kollektivavtal och erbjuds förmåner så som friskvårdsbidrag, tjänstepension och försäkringar. DIN ROLL SOM MJUKVARUUTVECKLARE Som mjukvaruutvecklare hos ALTEN så kommer du spela en nyckelroll i att stärka sektionen för integration av mjukvara och hårdvara. Du kan även få möjligheten att ta dig an roller som systemägare, systemutvecklare eller systemarkitekt. VI LETAR EFTER DIG SOM HAR: Vår främsta prioritet är att alltid matcha dig mot uppdrag som intresserar dig. För denna roll söker vi ingenjörer inom alla erfarenhetsnivåer, från några års erfarenhet till väldigt Senior. Beroende på din bakgrund och intresse kan rollen variera från mjukvaruutveckling, systemutveckling, systemarkitektur, testintegration av mjukvara & hårdvara till att även inkludera mer management som teamleader eller teknisk ledare. Vi lägger även stor vikt vid att du har ett genuint intresse och erfarenhet av utveckling inom Inbyggda System. ALTEN har i fyra år i följd utsetts till en av Sveriges mest attraktiva arbetsgivare av Karriärföretagen, en utmärkelse för arbetsgivare som erbjuder unika karriär- och utvecklingsmöjligheter.","['Flyg', 'Försvar']",distinct_skills,2
2719bec1248961c0f429170a7c0bb7ac77784a09,Din unika möjlighet till Talangprogram på Saab är här!,"Tar du din examen till sommaren 2024? Nu har du möjlighet att kickstarta din karriär genom en alldeles unik möjlighet att varva teori och praktik. Tillsammans med en grupp nyexaminerade kollegor kommer du bli en del av Saabs General Systems Talangprogram 2024! Vi söker dig som vill jobba som systemingenjör inom mjukvara! Arbetsuppgifter Dina arbetsuppgifter kommer primärt vara att jobba som systemingenjör mot mjukvara. Här kommer du arbeta med hjälpkraftsystem till Gripen, det kan innebära att man ser till effekten som kommer ut från motor till systemet, som exempelvis hydrual och kraft. Du kommer utveckla övervakningslogik, styrlogik och reglering i grundflygplansystem. I denna roll kan du komma att arbeta brett med mjukvaran inom hela grundflygplanssystem vilket ger dig en helheltsbild över stora delar av området. Vi söker dig med... •Högskole- eller civilingenjörsutbildning inom ett tekniskt område primärt maskinteknik, teknisk fysik och elektroteknik, industriell ekonomi med teknisk inriktning. Eller annan relevant teknisk inriktning. •Svenska och engelska i tal och skrift Meriterande: •Erfarenhet av Matlab Simulink •Flygintresse För denna tjänst krävs att du genomgår och godkänns enligt gällande bestämmelser för säkerhetsskydd vilket kan ställa krav på ett visst medborgarskap. Området jobbar med att utveckla och integrera de viktiga grundflygplansystemen i Gripen-flygplanet samt i andra befintliga och framtida plattformar inom affärsområdets utvecklingsenhet. General systems arbetar dels med förarutrustning, räddningssystem, landställ – och hydraulsystem, luft- och bränslesystem, framdrivning, hjälpkraft och elkraft och flera andra intressanta områden! Här kommer du bli en del av en sektion som stöttar, hjälper varandra och följer de tre värdeorden vilja, kunnande och förtroende. De erbjuder ett brett utbud av supportlösningar inom både civil och militär luftfart. Inom affärsområdet bedrivs det allt från forskning, till utveckling och produktion av militära flygplanssystem. Du får arbeta i en innovativ och kreativ arbetsmiljö där du har möjlighet att bygga en långsiktig och givande karriär. Om Framtiden AB Vi på Framtiden arbetar med både bemanning och rekrytering. Vi vill göra skillnad i människors liv. Skillnad gör vi genom att hjälpa människor att hitta rätt jobb och rätt kollega. Vi är specialister på att rekrytera rätt talanger till rätt företag. Framtiden finns på sju orter i Sverige samt i Oslo. Under talangprogrammets år kommer du vara anställd genom oss på Framtiden för att efter talangprogrammet ha mycket goda möjligheter att gå över och bli anställd direkt hos SAAB. Rekryteringsprocess •Urval sker löpande •Intervju (Framtiden) •Referenstagning •Intervju SAAB •Beslut •Säkerhetsprövning Tjänsten kan komma att tillsättas innan sista ansökningsdatum. Villkor •Start: augusti/september 2024 med möjlighet att starta tjänsten till sommaren •Ort: Linköping •Omfattning: 100% heltid",['Flygintresse'],distinct_skills,1
e02c93303d68b0a208f68600009e38ce7df35455,"DevOps-utvecklare, Gävle","Lantmäteriet är den myndighet som kartlägger Sverige. Till våra uppgifter hör också att registrera och säkra ägandet av alla fastigheter samt hantera deras gränser. Nu söker vi dig som har ett starkt samhällsengagemang. Utveckling och IT är en betydelsefull del i Lantmäteriets verksamhet där vi arbetar tillsammans med övriga verksamhetsområden i både strategiska, taktiska och operativa frågor. Vårt uppdrag är att bidra till utvecklingen av Lantmäteriets verksamhet genom att tillhandahålla effektiva lösningar och tjänster. Våra ledord är verksamhetsnytta, säkerhet, innovation och arbetsglädje. Vi har flera stora intressanta utvecklingsprojekt på gång som alla bidrar till samhällets utveckling och där behöver vi dig! ARBETSUPPGIFTER Trivs du med att arbeta tillsammans med andra? Vill du ta eget ansvar, få möjlighet att påverka och jobba i teknikens framkant med moderna arbetssätt? Då kommer du att trivas hos oss! Som DevOps-utvecklare hos oss kommer du att jobba i självständiga team och har stort utrymme att välja lämpliga tekniker, verktyg och arbetssätt. Alla i teamet tar gemensamt ansvar för utveckling och drift av de applikationer som vi jobbar med. Du kommer att ingå i Team IAM, som idag består av 13 medarbetare samt 4 konsulter och arbetar med utveckling och förvaltning av Lantmäteriets system för hantering av identiteter och behörigheter. I teamets ansvar ingår arbete med integrationer, automatisering, design, utveckling och drift av dessa system. Du kommer att spela en viktig roll i vidareutvecklingen av Lantmäteriets identitet- och behörighetssystem. Vi ger alla medarbetare stort förtroende och tillit och du förväntas bidra till vår gemensamma trivsel, känsla av trygghet och tillhörighet. KVALIFIKATIONER Vi söker dig som har högskoleutbildning inom IT eller skaffat dig motsvarande kompetens på annat sätt som Lantmäteriet bedömer likvärdigt. Det är meriterande om du har arbetslivserfarenhet inom systemutveckling samt IT-drift. Det är även önskvärt med erfarenhet och kunskap inom SSO, SAML2, OAUTH2, PKI certifikat/signering/kryptering, federation, F5, IAM eller NetIQ Access Manager. Du som söker har ett brett och genuint teknikintresse och du brinner för ständiga förbättringar och att jobba i team med ett gemensamt ansvar för helheten. Du blir glad av att höra ord som DevOps, utveckling, säkerhet och samarbete. Vi lägger stor vikt vid dina personliga egenskaper och söker dig som är en teamspelare som löser problem och utmaningar på ett bra sätt både självständigt och tillsammans med dina kollegor. Du kommer med idéer som kan omsättas i praktiken och leder till resultat genom att jobba med moderna metoder och arbetssätt. Du har lätt för att anpassa dig till ändrade omständigheter och se möjligheter, visar engagemang och har en god förmåga att se helheten. Vidare är du analytisk, resultat- och lösningsorienterad samt kreativ. Tjänsten är säkerhetsklassad vilket innebär att du måste vara svensk medborgare samt att en säkerhetsprövning med registerkontroll och säkerhetssamtal kommer att genomföras innan anställning. ÖVRIGT Lantmäteriet är i ständig utveckling och det är också alla vi som jobbar här, våra medarbetare är vår viktigaste resurs för att lyckas med vårt uppdrag. I medarbetarskapet ingår att vi agerar utifrån den statliga värdegrunden och våra värdeord: service, öppenhet och handlingskraft. Som medarbetare på Lantmäteriet ska du kunna förena arbete med fritid och ha en bra balans i livet. När verksamheten tillåter har du bland annat möjlighet att utföra dina arbetsuppgifter till stor del på annan plats än kontoret. Läs mer om vårt erbjudande på lm.se/jobbahososs För att skicka in din ansökan, klicka på länken i annonsen. Vi arbetar med kompetensbaserad rekrytering och fokuserar på din kompetens för att bedöma dig och andra kandidater objektivt. Vi önskar att du inte bifogar något foto till din ansökan. Du som har skyddade personuppgifter ska inte lägga in din ansökan i vårt rekryteringssystem, istället ber vi dig kontakta rekryterande chef. Vi undanber oss alla erbjudanden om rekryterings- och annonshjälp.",['Lantmäteriet'],distinct_skills,1
88bf63d30305a0c6cc0d8282bcf8c151dd9dea3a,Erfaren Mjukvaruingenjör till Saab TransponderTech AB,"Din roll Är du en erfaren mjukvaruingenjör som söker utmanande arbetsuppgifter, stort ansvar och vill göra verklig skillnad i en öppen och tillitsfull miljö? Trivs du när du får förtroendet att leverera innovativa lösningar? Att vara mjukvaruingenjör hos oss innebär: * C++-utveckling: Programmera och felsöka på olika hårdvaruplattformar. * Python-tester: Skapa testfall i Python och integrera dessa i vår automatiserade testrigg. * QT-utveckling: Skapa funktioner i våra display-GUI. * Web-utveckling: Skapa enklare dialoger i våra konfigurationsgränssnitt. * Kvalitetssäkring: Ta stort ansvar för dina lösningar och se till att de är noggrant testade och verifierade innan release genom target-testning och kodgranskning inom teamet. * Anpassning: Beroende på din kunskap, dina förutsättningar och önskemål kan arbetsinnehållet variera över tid. Din profil Lagspelare: Du samarbetar gärna med andra, men kan samtidigt planera ditt dagliga arbete självständigt. Nyfiken och engagerad: Vi uppskattar om du tar egna initiativ, är idérik och vill bidra till att ständigt förbättra våra produkter och processer. Teknisk expertis: Gedigen erfarenhet av C/C++ för embedded och gärna kunskaper i Python för testning. Stor vana av att utveckla mot avancerade mjukvaruprotokoll. Det är meriterande om du tidigare arbetat i system som innehåller radio. Helhetstänk: Förmåga att navigera i komplexa systemarkitekturer och snabbt sätta dig in i nya tekniker. AI-intresse: Vi använder AI och maskininlärning i våra produkter och uppmuntrar experiment och innovation. Generativ AI är en del av vår vardag, så det är meriterande om du är bekant med dess styrkor och svagheter. Språkkunskaper: Goda kunskaper i svenska och engelska, både i tal och skrift. Befattningen kräver att du genomgår och godkänns enligt vid var tid gällande bestämmelser för säkerhetsskydd. Vad du blir en del av Bakom våra innovationer finns alla de som har gjort det möjligt. Modiga pionjärer och kluriga tänkare. Vardagshjältar och kreativa problemlösare. De som delar djup kunskap och de som utforskar nya områden. Och alla däremellan. Här har du chansen att påverka och bidra på ditt unika sätt. Allt från att utveckla kod och bygga imponerande försvars- och säkerhetslösningar till att ta en kaffe med en kollega. Varje bidrag räknas. Vi ger dig möjlighet att anta utmaningar och skapa smarta innovationer. I vår vänliga och tekniksmarta värld finns plats för dig att växa. Vi finns här för att tillsammans skapa trygghet för människor och samhällen. Läs mer om oss här. Vår produktportfölj innefattar bland annat avancerade navigationssystem (GNSS, RTK, INS) och SDR-radiosystem för AIS/VDES. Vi har produkter för land, fartyg, flyg och rymd. En grunddrivkraft för oss är att bidra till en säkrare och mer miljövänlig sjöfart. I flera avseenden är det vi som driver internationell industri och standardisering framåt - något vi är mycket stolta över! Vi utvecklar ständigt nya produkter, förbättrar prestanda och upprätthåller den höga kvalitet som gör oss ledande inom vår bransch. Nu behöver vi förstärkning. Hos oss på TransponderTech får du uppleva känslan av ett litet innovativt företag med korta beslutscykler och stark entreprenörsanda. Våra kunder ställer krav på hög kvalitet och det löser vi med ändamålsenliga och effektiva processer och metoder som vi ständigt förbättrar. På vårt kontor är vi cirka 50 personer och vi jobbar huvudsakligen mot den globala civila marknaden. Här finns alla funktioner samlade under samma tak, från marknadsföring och försäljning till produktutveckling, produktionsplanering och logistik. Det gör att kopplingen mellan ditt eget dagliga arbete och företagets resultat blir mycket tydlig. Våra produkter säljs i stor volym till kunder över hela världen och via vår supportfunktion har vi ofta direktkontakt med installatörer och användare. Detta ger dig möjlighet att få se dina lösningar göra skillnad på riktigt. På kontoret i Hackefors, bara tio minuter från Linköpings centrum, har vi moderna lokaler med närhet till parkerings- och laddningsmöjligheter för både bil och cykel. Teamet Du blir en del av ett sammansvetsat team (Product Development) på 20+ ingenjörer som ansvarar för hela produktutvecklingskedjan - allt ifrån mekanik, elektronik och FPGA till applikationsmjukvara, testfallsutveckling och systemutveckling. Vårt team levererar komplett produktionsunderlag för serieproduktion. Större utvecklingsprojekt varar oftast i cirka två år, från idé till produktion, och du kommer att jobba nära alla delar av utvecklingsarbetet.",['system som innehåller radio'],distinct_skills,1
ffcb9e34e0dbca1a9a2dd8c5426d7a8c895fb765,Jobba med framtidens fordon: Utvecklare till AFRY,"Företagsbeskrivning AFRY är en europeisk ledare inom ingenjörs-, design- och rådgivningstjänster med global räckvidd. Vi påskyndar omställningen mot ett hållbart samhälle. Vi är 19 000 hängivna experter inom infrastruktur, industri, energi och digitalisering, som skapar hållbara lösningar för kommande generationer. Vår enhet Digital Services verkar över hela utvecklingskedjan med experter inom projektledning, kravanalys, QA och test, systemutveckling, arkitektur, dataanalys och AI, cybersäkerhet m.m. Jobbeskrivning Är du en passionerad utvecklare med siktet inställt på innovativa lösningar och hållbar teknik? Då kan AFRY Digital Services vara din perfekta arbetsplats! Vi söker nu erfarna konsulter till våra kunder inom fordonsindustrin i Mälardalen. I den här rollen får du: Använda din expertis som utvecklare för att skapa avancerade system som formar framtidens fordon. Samarbeta med likasinnade i team präglade av gemenskap och kunskapsutbyte. Lösa komplexa problem i en varierande och kommunikativ miljö. Bidra till en hållbar framtid genom innovativa teknologier. #systemutvecklare #fordonsindustri #AFRY #hållbarteknik #framtidensfordon Kravspecifikation Vi söker dig som: Har minst 5 års erfarenhet av systemutveckling i Java och/eller C# / .NET. Har arbetslivserfarenhet från fordonsindustrin och dess utmaningar. Gillar att skriva kod och samarbeta för att skapa nya lösningar. Ett plus i kanten om du: Behärskar svenska i tal och skrift på professionell nivå. Har erfarenhet av agila arbetssätt. Har erfarenhet av att arbeta med molntekniker som till exempel Azure och AWS. Är du redo att ta din utvecklingskunskap till nästa nivå? Sök tjänsten idag och bli en del av vårt team som driver fordonsindustrin framåt! Ytterligare information VÅRT ERBJUDANDE AFRY Digital Services erbjuder dig: En attraktiv arbetsmiljö med fokus på trivsel och utveckling. Du får utvecklas kontinuerligt genom individuella kompetensplaner och inspirerande workshops. Konkurrenskraftiga villkor med förmåner som friskvård, extra semester och generösa föräldraledighetsregler. Ett stort nätverk av kompetenta kollegor i Sverige och internationellt. Varmt välkommen till oss! Urval görs löpande och tjänsten kan komma att tillsättas innan dess. Vår rekryteringsprocess består av: Urvalsfrågor iva mail eller ett kort första samtal Två intervjusteg (IRL eller på Teams beroende på situation), Tester (tekniskt, problemlösning, personlighet) på distans Digital referenstagning via Refapp AFRY is committed to creating an inclusive & diverse environment and we are actively looking for qualified candidates irrespective of gender, gender identity, sexual orientation, ethnicity, religion, disability, or age. You will be part of a global and diverse company where our differences are our strengths. Join us to accelerate the transition towards a sustainable society. På AFRY driver vi förändring i allt vi gör. Vi anser att förändring sker när modiga idéer möts, när vi samarbetar, skapar innovation och omfamnar kreativa lösningar, det är så vi skapar framtiden. Vi söker konstant kvalificerade kandidater som vill ansluta sig till våra inkluderande team runt om i världen. Bli en del av oss och påskynda den gröna omställningen",['fordonsindustrin och dess utmaningar'],distinct_skills,1
