scorer_version,domain,record_id,label,annotator1_count,annotator2_count,exact_tp,containment_extra_tp,exact_precision,exact_recall,exact_f1,containment_precision,containment_recall,containment_f1
exact_first_matching,software_developers,7a4a94128750c035840f14bb5b5f618bfa234062,soft_skills,10,10,6,4,0.6,0.6,0.6,1.0,1.0,1.0
exact_first_matching,software_developers,8245de776aec9ab1e4ca2259a7caef9f49720139,soft_skills,11,11,9,2,0.8181818181818182,0.8181818181818182,0.8181818181818182,1.0,1.0,1.0
exact_first_matching,software_developers,83a7c818ddc9bf2d7e4b88a77ceade31e20d9ab5,soft_skills,5,5,2,3,0.4,0.4,0.4000000000000001,1.0,1.0,1.0
exact_first_matching,software_developers,85d6d8d0f38cce1eca507e80e7d5d8aa71a4ca46,soft_skills,6,6,6,0,1.0,1.0,1.0,1.0,1.0,1.0
exact_first_matching,software_developers,9ec2819b4aea22446ec59deb66ef7a31b8285511,soft_skills,8,9,4,3,0.5,0.4444444444444444,0.47058823529411764,0.875,0.7777777777777778,0.823529411764706
exact_first_matching,software_developers,a89dd7bbb0a5e86995f59a857bd30676abf2212c,soft_skills,11,11,9,2,0.8181818181818182,0.8181818181818182,0.8181818181818182,1.0,1.0,1.0
exact_first_matching,software_developers,b538dd3a43282b4e5b082443a9a6b253a4735608,soft_skills,10,9,7,0,0.7,0.7777777777777778,0.7368421052631577,0.7,0.7777777777777778,0.7368421052631577
exact_first_matching,software_developers,bbd75fc7ef4f2cf2b0c10730200251e9ce246857,soft_skills,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
exact_first_matching,software_developers,cdf58a4b02fb270e68da28fa8e4da014dc7e46a1,soft_skills,6,9,6,0,1.0,0.6666666666666666,0.8,1.0,0.6666666666666666,0.8
exact_first_matching,software_developers,cf2a8d074ae385dc3737143b81acb0aa494937cd,soft_skills,4,8,2,2,0.5,0.25,0.3333333333333333,1.0,0.5,0.6666666666666666
exact_first_matching,software_developers,cfcb2ae30a6f58604789eeb74faaca09c434a5dd,soft_skills,1,1,1,0,1.0,1.0,1.0,1.0,1.0,1.0
exact_first_matching,software_developers,d98b5b261e398686722a9e0bfc5b104d19d67b72,soft_skills,8,9,5,3,0.625,0.5555555555555556,0.5882352941176471,1.0,0.8888888888888888,0.9411764705882353
exact_first_matching,software_developers,e4080c526064c76f38a00d030c86f93a8f6f7ed2,soft_skills,10,13,8,2,0.8,0.6153846153846154,0.6956521739130435,1.0,0.7692307692307693,0.8695652173913044
exact_first_matching,software_developers,e949b3bd073a741410dd42e13b3826aa0d1ec8d6,soft_skills,10,13,8,1,0.8,0.6153846153846154,0.6956521739130435,0.9,0.6923076923076923,0.7826086956521738
exact_first_matching,software_developers,fc2d62596eed08a2c1d289b5fbfe1ba0abe55e42,soft_skills,10,12,8,1,0.8,0.6666666666666666,0.7272727272727272,0.9,0.75,0.8181818181818182
exact_first_matching,software_developers,08b35904c8c050918c00da4fb962dec60f6bb9c0,distinct_skills,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
exact_first_matching,software_developers,0d6deceb0d8f7fbaf7388f8244060da5cfafc297,distinct_skills,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
exact_first_matching,software_developers,0e18ce5f95336fb84e514ccb6ba05efd943f94d9,distinct_skills,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
exact_first_matching,software_developers,1dfa922d141361e3b54349ef6a26ab225765017b,distinct_skills,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
exact_first_matching,software_developers,26d441214e6bea6bb0f0ea920756af7df3ad5cc0,distinct_skills,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
exact_first_matching,software_developers,29fac269cf015bcca2c9f604379758d586e8b5fc,distinct_skills,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
exact_first_matching,software_developers,2a372f7eed4f4231f8c4d1a54c0bba4be8b20357,distinct_skills,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
exact_first_matching,software_developers,2af58d3ee9707f725c8a4e61a7abf072fadb3fdf,distinct_skills,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
exact_first_matching,software_developers,3d7fa3f609fac471741578715ff75be547478781,distinct_skills,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
exact_first_matching,software_developers,3fc97a60224060874af390a4f38f6d8cd7e7fdcf,distinct_skills,3,3,2,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0
exact_first_matching,software_developers,4d664c3d98a17f4fbd2a4eeef937018df2ea93e1,distinct_skills,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
exact_first_matching,software_developers,4ec4a23bc0f19e8a90e119d6eefc9c5f2bf9b58c,distinct_skills,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
exact_first_matching,software_developers,5fb25768e7f37ffa00739b65e65f0159a7aceeea,distinct_skills,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
exact_first_matching,software_developers,66ac09b15df185c3998ff3ac7d9a07e88b3ea7b1,distinct_skills,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
exact_first_matching,software_developers,6bcfddf5778839a540667543b6e475a42273c0cc,distinct_skills,4,4,3,1,0.75,0.75,0.75,1.0,1.0,1.0
exact_first_matching,software_developers,750fceec480cf04eab0e7cf347fa0f08279dd983,distinct_skills,2,2,1,1,0.5,0.5,0.5,1.0,1.0,1.0
exact_first_matching,software_developers,76823aac15d363047c7b8ec0acc55130d79637f6,distinct_skills,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
exact_first_matching,software_developers,7a4a94128750c035840f14bb5b5f618bfa234062,distinct_skills,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
exact_first_matching,software_developers,8245de776aec9ab1e4ca2259a7caef9f49720139,distinct_skills,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
exact_first_matching,software_developers,83a7c818ddc9bf2d7e4b88a77ceade31e20d9ab5,distinct_skills,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
exact_first_matching,software_developers,85d6d8d0f38cce1eca507e80e7d5d8aa71a4ca46,distinct_skills,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
exact_first_matching,software_developers,9ec2819b4aea22446ec59deb66ef7a31b8285511,distinct_skills,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
exact_first_matching,software_developers,a89dd7bbb0a5e86995f59a857bd30676abf2212c,distinct_skills,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
exact_first_matching,software_developers,b538dd3a43282b4e5b082443a9a6b253a4735608,distinct_skills,2,2,2,0,1.0,1.0,1.0,1.0,1.0,1.0
exact_first_matching,software_developers,bbd75fc7ef4f2cf2b0c10730200251e9ce246857,distinct_skills,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
exact_first_matching,software_developers,cdf58a4b02fb270e68da28fa8e4da014dc7e46a1,distinct_skills,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
exact_first_matching,software_developers,cf2a8d074ae385dc3737143b81acb0aa494937cd,distinct_skills,1,1,0,1,0.0,0.0,0.0,1.0,1.0,1.0
exact_first_matching,software_developers,cfcb2ae30a6f58604789eeb74faaca09c434a5dd,distinct_skills,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
exact_first_matching,software_developers,d98b5b261e398686722a9e0bfc5b104d19d67b72,distinct_skills,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
exact_first_matching,software_developers,e4080c526064c76f38a00d030c86f93a8f6f7ed2,distinct_skills,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
exact_first_matching,software_developers,e949b3bd073a741410dd42e13b3826aa0d1ec8d6,distinct_skills,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
exact_first_matching,software_developers,fc2d62596eed08a2c1d289b5fbfe1ba0abe55e42,distinct_skills,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
exact_first_matching,software_developers,08b35904c8c050918c00da4fb962dec60f6bb9c0,must_have,7,5,3,2,0.42857142857142855,0.6,0.5,0.7142857142857143,1.0,0.8333333333333333
exact_first_matching,software_developers,0d6deceb0d8f7fbaf7388f8244060da5cfafc297,must_have,3,3,2,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0
exact_first_matching,software_developers,0e18ce5f95336fb84e514ccb6ba05efd943f94d9,must_have,16,16,11,4,0.6875,0.6875,0.6875,0.9375,0.9375,0.9375
exact_first_matching,software_developers,1dfa922d141361e3b54349ef6a26ab225765017b,must_have,2,1,1,0,0.5,1.0,0.6666666666666666,0.5,1.0,0.6666666666666666
exact_first_matching,software_developers,26d441214e6bea6bb0f0ea920756af7df3ad5cc0,must_have,5,6,4,1,0.8,0.6666666666666666,0.7272727272727272,1.0,0.8333333333333334,0.9090909090909091
exact_first_matching,software_developers,29fac269cf015bcca2c9f604379758d586e8b5fc,must_have,23,21,17,4,0.7391304347826086,0.8095238095238095,0.7727272727272727,0.9130434782608695,1.0,0.9545454545454545
exact_first_matching,software_developers,2a372f7eed4f4231f8c4d1a54c0bba4be8b20357,must_have,10,10,5,5,0.5,0.5,0.5,1.0,1.0,1.0
exact_first_matching,software_developers,2af58d3ee9707f725c8a4e61a7abf072fadb3fdf,must_have,10,13,6,4,0.6,0.46153846153846156,0.5217391304347826,1.0,0.7692307692307693,0.8695652173913044
exact_first_matching,software_developers,3d7fa3f609fac471741578715ff75be547478781,must_have,5,6,3,2,0.6,0.5,0.5454545454545454,1.0,0.8333333333333334,0.9090909090909091
exact_first_matching,software_developers,3fc97a60224060874af390a4f38f6d8cd7e7fdcf,must_have,17,17,9,7,0.5294117647058824,0.5294117647058824,0.5294117647058824,0.9411764705882353,0.9411764705882353,0.9411764705882353
exact_first_matching,software_developers,4d664c3d98a17f4fbd2a4eeef937018df2ea93e1,must_have,5,4,1,3,0.2,0.25,0.22222222222222224,0.8,1.0,0.888888888888889
exact_first_matching,software_developers,4ec4a23bc0f19e8a90e119d6eefc9c5f2bf9b58c,must_have,6,6,4,2,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0
exact_first_matching,software_developers,5fb25768e7f37ffa00739b65e65f0159a7aceeea,must_have,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
exact_first_matching,software_developers,66ac09b15df185c3998ff3ac7d9a07e88b3ea7b1,must_have,1,1,1,0,1.0,1.0,1.0,1.0,1.0,1.0
exact_first_matching,software_developers,6bcfddf5778839a540667543b6e475a42273c0cc,must_have,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
exact_first_matching,software_developers,750fceec480cf04eab0e7cf347fa0f08279dd983,must_have,2,2,2,0,1.0,1.0,1.0,1.0,1.0,1.0
exact_first_matching,software_developers,76823aac15d363047c7b8ec0acc55130d79637f6,must_have,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
exact_first_matching,software_developers,7a4a94128750c035840f14bb5b5f618bfa234062,must_have,10,9,6,3,0.6,0.6666666666666666,0.631578947368421,0.9,1.0,0.9473684210526316
exact_first_matching,software_developers,8245de776aec9ab1e4ca2259a7caef9f49720139,must_have,1,1,1,0,1.0,1.0,1.0,1.0,1.0,1.0
exact_first_matching,software_developers,83a7c818ddc9bf2d7e4b88a77ceade31e20d9ab5,must_have,20,20,17,3,0.85,0.85,0.85,1.0,1.0,1.0
exact_first_matching,software_developers,85d6d8d0f38cce1eca507e80e7d5d8aa71a4ca46,must_have,8,5,3,2,0.375,0.6,0.4615384615384615,0.625,1.0,0.7692307692307693
exact_first_matching,software_developers,9ec2819b4aea22446ec59deb66ef7a31b8285511,must_have,3,4,2,1,0.6666666666666666,0.5,0.5714285714285715,1.0,0.75,0.8571428571428571
exact_first_matching,software_developers,a89dd7bbb0a5e86995f59a857bd30676abf2212c,must_have,14,13,8,5,0.5714285714285714,0.6153846153846154,0.5925925925925927,0.9285714285714286,1.0,0.962962962962963
exact_first_matching,software_developers,b538dd3a43282b4e5b082443a9a6b253a4735608,must_have,28,16,13,3,0.4642857142857143,0.8125,0.5909090909090908,0.5714285714285714,1.0,0.7272727272727273
exact_first_matching,software_developers,bbd75fc7ef4f2cf2b0c10730200251e9ce246857,must_have,1,1,0,1,0.0,0.0,0.0,1.0,1.0,1.0
exact_first_matching,software_developers,cdf58a4b02fb270e68da28fa8e4da014dc7e46a1,must_have,2,2,2,0,1.0,1.0,1.0,1.0,1.0,1.0
exact_first_matching,software_developers,cf2a8d074ae385dc3737143b81acb0aa494937cd,must_have,4,3,0,3,0.0,0.0,0.0,0.75,1.0,0.8571428571428571
exact_first_matching,software_developers,cfcb2ae30a6f58604789eeb74faaca09c434a5dd,must_have,6,6,6,0,1.0,1.0,1.0,1.0,1.0,1.0
exact_first_matching,software_developers,d98b5b261e398686722a9e0bfc5b104d19d67b72,must_have,5,7,4,0,0.8,0.5714285714285714,0.6666666666666666,0.8,0.5714285714285714,0.6666666666666666
exact_first_matching,software_developers,e4080c526064c76f38a00d030c86f93a8f6f7ed2,must_have,9,10,8,1,0.8888888888888888,0.8,0.8421052631578948,1.0,0.9,0.9473684210526316
exact_first_matching,software_developers,e949b3bd073a741410dd42e13b3826aa0d1ec8d6,must_have,10,10,10,0,1.0,1.0,1.0,1.0,1.0,1.0
exact_first_matching,software_developers,fc2d62596eed08a2c1d289b5fbfe1ba0abe55e42,must_have,7,8,3,4,0.42857142857142855,0.375,0.39999999999999997,1.0,0.875,0.9333333333333333
exact_first_matching,software_developers,08b35904c8c050918c00da4fb962dec60f6bb9c0,nice_to_have,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
exact_first_matching,software_developers,0d6deceb0d8f7fbaf7388f8244060da5cfafc297,nice_to_have,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
exact_first_matching,software_developers,0e18ce5f95336fb84e514ccb6ba05efd943f94d9,nice_to_have,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
exact_first_matching,software_developers,1dfa922d141361e3b54349ef6a26ab225765017b,nice_to_have,1,1,0,1,0.0,0.0,0.0,1.0,1.0,1.0
exact_first_matching,software_developers,26d441214e6bea6bb0f0ea920756af7df3ad5cc0,nice_to_have,9,9,7,2,0.7777777777777778,0.7777777777777778,0.7777777777777778,1.0,1.0,1.0
exact_first_matching,software_developers,29fac269cf015bcca2c9f604379758d586e8b5fc,nice_to_have,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
exact_first_matching,software_developers,2a372f7eed4f4231f8c4d1a54c0bba4be8b20357,nice_to_have,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
exact_first_matching,software_developers,2af58d3ee9707f725c8a4e61a7abf072fadb3fdf,nice_to_have,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
exact_first_matching,software_developers,3d7fa3f609fac471741578715ff75be547478781,nice_to_have,4,4,3,1,0.75,0.75,0.75,1.0,1.0,1.0
exact_first_matching,software_developers,3fc97a60224060874af390a4f38f6d8cd7e7fdcf,nice_to_have,2,1,0,1,0.0,0.0,0.0,0.5,1.0,0.6666666666666666
exact_first_matching,software_developers,4d664c3d98a17f4fbd2a4eeef937018df2ea93e1,nice_to_have,2,2,2,0,1.0,1.0,1.0,1.0,1.0,1.0
exact_first_matching,software_developers,4ec4a23bc0f19e8a90e119d6eefc9c5f2bf9b58c,nice_to_have,6,6,6,0,1.0,1.0,1.0,1.0,1.0,1.0
exact_first_matching,software_developers,5fb25768e7f37ffa00739b65e65f0159a7aceeea,nice_to_have,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
exact_first_matching,software_developers,66ac09b15df185c3998ff3ac7d9a07e88b3ea7b1,nice_to_have,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
exact_first_matching,software_developers,6bcfddf5778839a540667543b6e475a42273c0cc,nice_to_have,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
exact_first_matching,software_developers,750fceec480cf04eab0e7cf347fa0f08279dd983,nice_to_have,22,22,15,7,0.6818181818181818,0.6818181818181818,0.6818181818181818,1.0,1.0,1.0
exact_first_matching,software_developers,76823aac15d363047c7b8ec0acc55130d79637f6,nice_to_have,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
exact_first_matching,software_developers,7a4a94128750c035840f14bb5b5f618bfa234062,nice_to_have,10,9,7,2,0.7,0.7777777777777778,0.7368421052631577,0.9,1.0,0.9473684210526316
exact_first_matching,software_developers,8245de776aec9ab1e4ca2259a7caef9f49720139,nice_to_have,1,1,0,1,0.0,0.0,0.0,1.0,1.0,1.0
exact_first_matching,software_developers,83a7c818ddc9bf2d7e4b88a77ceade31e20d9ab5,nice_to_have,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
exact_first_matching,software_developers,85d6d8d0f38cce1eca507e80e7d5d8aa71a4ca46,nice_to_have,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
exact_first_matching,software_developers,9ec2819b4aea22446ec59deb66ef7a31b8285511,nice_to_have,6,6,5,1,0.8333333333333334,0.8333333333333334,0.8333333333333334,1.0,1.0,1.0
exact_first_matching,software_developers,a89dd7bbb0a5e86995f59a857bd30676abf2212c,nice_to_have,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
exact_first_matching,software_developers,b538dd3a43282b4e5b082443a9a6b253a4735608,nice_to_have,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
exact_first_matching,software_developers,bbd75fc7ef4f2cf2b0c10730200251e9ce246857,nice_to_have,4,4,4,0,1.0,1.0,1.0,1.0,1.0,1.0
exact_first_matching,software_developers,cdf58a4b02fb270e68da28fa8e4da014dc7e46a1,nice_to_have,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
exact_first_matching,software_developers,cf2a8d074ae385dc3737143b81acb0aa494937cd,nice_to_have,1,2,1,0,1.0,0.5,0.6666666666666666,1.0,0.5,0.6666666666666666
exact_first_matching,software_developers,cfcb2ae30a6f58604789eeb74faaca09c434a5dd,nice_to_have,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
exact_first_matching,software_developers,d98b5b261e398686722a9e0bfc5b104d19d67b72,nice_to_have,6,5,3,2,0.5,0.6,0.5454545454545454,0.8333333333333334,1.0,0.9090909090909091
