id,label_type,method,p1_count,p2_count,exact_matches,extra_matches,matched_total,precision,recall,f1,p1_skills,p2_skills
e4080c526064c76f38a00d030c86f93a8f6f7ed2,hard_skills,exact_only,8,10,4,0,4,0.5,0.4,0.4444444444444445,"""C# .NET | SQL | MES | PostGreSQL | Azure DevOps | React | jQuery | CI/CD""","""bygga en produkt som ska användas i hela världen och förutom MES levereras det även andra applikationer för kundernas önskemål | Arbeta med C# | .NET Entity Framework SignalR och mycket mer Databashantering sker huvudsakligen med MSSQL men även PostGreSQL. Begränsad webbutveckling med React och jQuery | Källkodshantering med Git | C# .NET och SQL | MES | PostGreSQL | Azure DevOps | React | jQuery eller CI/CD"""
cdf58a4b02fb270e68da28fa8e4da014dc7e46a1,hard_skills,exact_only,2,2,0,0,0,0.0,0.0,0.0,"""Frontend | backendutveckling""","""B-körkort | praktisk erfarenhet med Frontend- och/eller backendutveckling"""
4ec4a23bc0f19e8a90e119d6eefc9c5f2bf9b58c,hard_skills,exact_only,23,12,0,0,0,0.0,0.0,0.0,"""skapa mjukvarukomponenter som snabbt kan förvandla idéer till produkter | dSpace riggar | ECUer | AUTOSAR-stacks | programmeringsverktyg | Matlab/Simulink | C | C++ | Python | automation | Git | testning | integration | Azure DevOps | embeddedutveckling | Matlab | Simulink | C/C++ | CAN-protokoll | AUTOSAR | unittester | ISO26262 | Cyber Security""","""Simulink och Embeddedutveckling | teknik dSpace riggar ECUer och AUTOSAR-stacks samt använda programmeringsverktyg som Matlab/Simulink men även språk som C | C++ och Python som vi använder för automation | Koden hanteras i Git och testning och integration automatiseras via Azure DevOps | erfarenhet av en roll inom embeddedutveckling sedan tidigare | Har goda kunskaper inom Matlab Simulink och Python | Har grundläggande kunskaper inom C/C++ | Har B-körkort | Har erfarenhet av CAN-protokoll | AUTOSAR och/eller Azure DevOps | Har erfarenhet av unittester | ISO26262 samt Cyber Security """
0e18ce5f95336fb84e514ccb6ba05efd943f94d9,hard_skills,exact_only,14,1,0,0,0,0.0,0.0,0.0,"""programmering | Java | .NET/C# | Kotlin | Node.js | React | Vue | mjukvaruutvecklingens alla faser | kravställning | arkitektur | design | test | integration | agila principer och metoder""","""Har omfattande erfarenhet av programmering och kompetens inom t.ex. Java .NET/C# Kotlin Node.js React eller Vue"
26d441214e6bea6bb0f0ea920756af7df3ad5cc0,hard_skills,exact_only,11,8,0,0,0,0.0,0.0,0.0,"""utveckling inom C++ | System Engineering på programvarunivå och systemdesign | Embedded Software | DevOps | Qt | olika programmeringsspråk | ADA | Python | RUST | xtUML | SW architecture""",""" Software engineer inom C++ | Flerårig erfarenhet av utveckling inom C++ | Kunskap inom System Engineering på programvarunivå och systemdesign | Erfarenhet av Embedded Software | Intresse av DevOps | Erfarenhet Qt | Erfarenhet av olika programmeringsspråk som t.ex. ADA Python RUST xtUML | Erfarenhet av SW architecture"""
a89dd7bbb0a5e86995f59a857bd30676abf2212c,hard_skills,exact_only,16,7,1,0,1,0.0625,0.14285714285714285,0.08695652173913043,"""Node.js | JavaScript | TypeScript | Express framework | molnlösningar | AWS | GCP | Azure | API-design | microservices | containerbaserade arkitekturer | Docker | Kubernetes | backendutveckling | molnbaserade system | Infrastructure as Code""","""Node.js-utvecklare får du möjligheten att vara med i utvecklingen av robusta och skalbara system som driver affärskritiska applikationer | Du kommer att arbeta med Node.js JavaScript TypeScript Express framework molnlösningar (AWS | GCP | Azure) API-design microservices och containerbaserade arkitekturer (Docker | Kubernetes) | erfarenhet av backendutveckling | molnbaserade system och erfarenhet av Infrastructure as Code"""
fc2d62596eed08a2c1d289b5fbfe1ba0abe55e42,hard_skills,exact_only,25,12,1,0,1,0.04,0.08333333333333333,0.05405405405405406,"""Leda teamets utvecklare i arkitekturella frågor | Utveckla lösningar | bygger på SQL Server | SQL Server Integrations Services (SSIS) | Azure DevOps | Utveckla lösningar för realtidsuppdateringar av information | Ansvara för en långsiktigt hållbar mjukvaruarkitektur i applikationerna | Se till att vi fortsatt befinner oss i teknikens framkant | mjukvaruarkitekt | databasutvecklare | [utveckla | ansvara för design och delta i kravdiskussioner] | relationsdatabaser | BI | integration och databasmodellering | Microsofts produktsvit | DW kunskap inom Extract Transform Load (ETL) modellering | definiera datakontrakt | Customer Insight Data | Costumer Insights Journeys | D365 | annan standaardiserad CRM plattform | Marketing Automationmodulen | Dynamics 365 | agilt team""","""SQL server | Systemet är en databastung och integrationsintensiv lösning med flera integrationsmönster (Filer | DB till DB | API samt Events) | Utveckla lösningar som bl a bygger på SQL Server | SQL Server Integrations Services (SSIS) och Azure DevOps | Utveckla lösningar för realtidsuppdateringar av information | erfaren mjukvaruarkitekt eller senior databasutvecklare som brinner för arkitektur och som vill både utveckla | ansvara för design och delta i kravdiskussioner | Har erfarenhet av relationsdatabaser BI integration och databasmodellering med fokus på Microsofts produktsvit | Du har djup DW kunskap inom Extract Transform Load (ETL) modellering och att definiera datakontrakt | Har erfarenhet av Customer Insight Data och Costumer Insights Journeys i D365 eller annan standaardiserad CRM plattform"""
1dfa922d141361e3b54349ef6a26ab225765017b,hard_skills,exact_only,3,2,0,0,0,0.0,0.0,0.0,"""Javautveckling | Java | andra språk""","""javautvecklare | Det är även meriterande om du är bekväm i andra språk"""
66ac09b15df185c3998ff3ac7d9a07e88b3ea7b1,hard_skills,exact_only,1,2,0,0,0,0.0,0.0,0.0,Software Engineer,"""tidigare arbetslivserfarenhet som Software Engineer | """
08b35904c8c050918c00da4fb962dec60f6bb9c0,hard_skills,exact_only,15,4,1,0,1,0.06666666666666667,0.25,0.10526315789473685,"""Utveckla vår egenutvecklade mjukvaruplattform för enkel robotprogrammering | [fullstack | från användargränssnitt till backend] | Delta i alla faser av systemutveckling | kravhantering | design | utveckling | testning | leverans | Bidra till innovation | skapa nya banbrytande lösningar | mjukvaruutveckling | C# | .NET | agila metoder""","""Utveckla vår egenutvecklade mjukvaruplattform för enkel robotprogrammering | Arbeta med fullstack från användargränssnitt till backend | vill arbeta med fullstack | Har erfarenhet av C# och .NET miljö"""
3d7fa3f609fac471741578715ff75be547478781,hard_skills,exact_only,17,13,2,0,2,0.11764705882352941,0.15384615384615385,0.13333333333333333,"""machine learning | mjukvaruleveranser | integration av mjukvara | Utföra kravanalys | systemdesign | arkitekturdesign | Utveckla och implementera machine learning-algoritmer | analysera och extrahera insikter från data | Utveckla avancerade computer vision-lösningar för att förstå och tolka visuell information | Optimera algoritmer | Machine Learning | principerna bakom machine learning och neurala nätverk | computer vision | [Utveckling | träning och utvärdering av djupa neurala nätverk] | Algoritmisk utveckling inom signal- och bildbehandling | spårning""","""machine learning | datorseende | algoritmer | signalbehandling och C++ | Utveckla och implementera machine learning-algoritmer computer vision-lösningar och optimera prestanda för skalbarhet | Har några års erfarenhet av Machine Learning i arbete | Har förståelse för principerna bakom machine learning och neurala nätverk | Utveckla och implementera machine learning-algoritmer för att analysera och extrahera insikter från data | Utveckla avancerade computer vision-lösningar för att förstå och tolka visuell information | Optimera algoritmer för att förbättra prestanda och skalbarhet | Erfarenhet av computer vision | Utveckling träning och utvärdering av djupa neurala nätverk | Algoritmisk utveckling inom signal- och bildbehandling exempelvis spårning"""
0d6deceb0d8f7fbaf7388f8244060da5cfafc297,hard_skills,exact_only,2,1,0,0,0,0.0,0.0,0.0,"""agilt utvecklingsteam | utveckling och systemdesign av deras styrsystem""",olika delar av programmering
4d664c3d98a17f4fbd2a4eeef937018df2ea93e1,hard_skills,exact_only,17,4,0,0,0,0.0,0.0,0.0,"""C++ | utveckla och förbättra vår programvara | [alla utvecklingsfaser | från design | implementation | test och verifiering till leverans] | nyutveckling | vidareutveckling | felsökning | buggrättning av existerande funktionalitet | ger tekniskt stöd | support till våra tekniker | goda kunskaper i C++ | objektorienterad programmering | programmering | automatiserade tester | Continuous integration""","""Som C++ utvecklare hos oss blir du en del av ett mindre utvecklingsteam där ditt ansvar blir att utveckla och förbättra vår programvara | mycket goda kunskaper i C++ och erfarenhet av objektorienterad programmering | Du trivs som allra bäst när du jobbar med problemlösning och programmering och vi ser mer än gärna att du har erfarenhet av projekt inom programmering även på fritiden | Har du erfarenhet av automatiserade tester och/eller Continuous integration är det meriterande"""
bbd75fc7ef4f2cf2b0c10730200251e9ce246857,hard_skills,exact_only,5,5,4,0,4,0.8,0.8,0.8000000000000002,""".Net utvecklare | JavaScript | React | Molntjänster | Scrum""",""".Net | JavaScript | React | Molntjänster | Scrum"""
76823aac15d363047c7b8ec0acc55130d79637f6,hard_skills,exact_only,3,0,0,0,0,0.0,0.0,0.0,"""dokumentera | slutföra ditt arbete enligt tidsplan och kundens förväntningar | utveckla framtidens teknik""",
2af58d3ee9707f725c8a4e61a7abf072fadb3fdf,hard_skills,exact_only,13,6,0,0,0,0.0,0.0,0.0,"""Bygga och underhålla avancerade systemlösningar | [säkerställa att våra lösningar möter framtidens krav | både tekniskt och affärsmässigt] | systemutveckling | C# | .NET | designa och utveckla distribuerade system | mjukvaruarkitektur | designmönster | Azure | CI/CD-processer | databasutveckling | SQL""","""erfaren C#-utvecklare | systemutveckling med fokus på C# och .NET | Gedigen erfarenhet av att designa och utveckla distribuerade system | God förståelse för mjukvaruarkitektur och designmönster | Kunskap och erfarenhet av Azure och CI/CD-processer | Stark kompetens inom databasutveckling och SQL"""
6bcfddf5778839a540667543b6e475a42273c0cc,hard_skills,exact_only,14,7,1,0,1,0.07142857142857142,0.14285714285714285,0.09523809523809523,"""sensorer | simulatorer | vapenapplikationer | Java | C+ | Utveckla system för taktiskt beslutsstöd och operatörsinteraktioner | Python | Hantera kartlager och kundspecifika format | MapServer-miljöer | Integrera tidskritiska funktioner i realtidsnära kedjor | Linux | operativ-systemnära funktioner | Delta i sprint- och kvartalsplanering i agila team | MapServer eller andra kartmjukvaror""","""Arbeta med sensorer simulatorer och vapenapplikationer - Java C+ | Utveckla system för taktiskt beslutsstöd och operatörsinteraktioner - Java C+ och Python | Hantera kartlager och kundspecifika format i MapServer-miljöer | Integrera tidskritiska funktioner i realtidsnära kedjor | Linux och operativ-systemnära funktioner – Python | Intresse för kartor GIS eller geografisk informationsteknik | Erfarenhet av MapServer eller andra kartmjukvaror"""
7a4a94128750c035840f14bb5b5f618bfa234062,hard_skills,exact_only,17,7,0,0,0,0.0,0.0,0.0,"""utveckling | visuellt orienterad utveckling | grafiska | C# | C++ | javascript | frontend för Web | moderna ramverk | React | någon form av spelmotor | Unity | Unreal | dokumenterad erfarenhet av kundkontakt och gruppansvar | back-end-relaterad utveckling | Python | AI-driven funktionalitet | skapande av ML-modeller eller inlärningsmetodik""","""utvecklare till vårt affärsområde Interaktivitet och visualisering | Ha gedigen erfarenhet av “visuellt orienterad” utveckling med tyngd på det grafiska | Behärska C# C++ och/eller javascript | Bonus är erfarenhet av frontend för Web med moderna ramverk som exempelvis React | Erfarenhet av någon form av spelmotor (Unity/Unreal etc.) är också ett stort plus | erfarenhet av back-end-relaterad utveckling samt erfarenhet av Python | Även erfarenhet av AI-driven funktionalitet skapande av ML-modeller eller inlärningsmetodik ses som meriterande till tjänsten"""
9ec2819b4aea22446ec59deb66ef7a31b8285511,hard_skills,exact_only,15,6,0,0,0,0.0,0.0,0.0,"""agilt team | utveckling av avancerade systemlösningar inom telekom | programmering | C/C++ | hårdvarunära utveckling | Linuxmiljö | C | C++ | utveckling i Linuxmiljö | Java | Python | Cloudteknologier | containers | docker | microservices""","""telekom och 5G-teknik | programmering i C/C++ där fokus ligger på hårdvarunära utveckling i Linuxmiljö | Grundläggande kunskaper i C och/eller C++ | Erfarenhet av eller förståelse för utveckling i Linuxmiljö | Programmering i Java och/eller Python | Cloudteknologier såsom containers docker eller microservices"""
5fb25768e7f37ffa00739b65e65f0159a7aceeea,hard_skills,exact_only,7,1,0,0,0,0.0,0.0,0.0,"""skapa lösningar som ger största möjliga värde för kundens verksamhet | bryta ner komplexa problem | skapa lösningar till kunder med den allra senaste tekniken | Microsofts hela portfölj av tjänster | tekniska utvecklingen | leder det tekniska teamet | gör de prioriteringar som behövs för att lösningen ska levereras på bästa sätt""",Meriterande om du har en eller ett par certifikat inom relevanta områden
d98b5b261e398686722a9e0bfc5b104d19d67b72,hard_skills,exact_only,17,10,3,0,3,0.17647058823529413,0.3,0.22222222222222224,"""ansvarar för att funktionerna uppfyller kraven | Windows-applikationer | hårdvara i labb | testfall | manuella tester | Azure DevOps | automatiserade tester | Squish | testning | mjukvarutveckling | nätverksteknik/infrastruktur | Scripting i Python | testautomation | ISTQB | QT | C | C++""","""Windows-applikationer men även på hårdvara i labb | För testfall och manuella tester används Azure DevOps | Erfarenhet av arbete inom testning | alternativt erfarenhet av mjukvarutveckling men vill nu arbeta inom testning | Grundläggande förståelseför nätverksteknik/infrastruktur | Goda kunskaper inomScripting i Pythonerfarenhet av testautomation | ISTQB | Squish | QT | C och C++ """
cf2a8d074ae385dc3737143b81acb0aa494937cd,hard_skills,exact_only,3,7,0,0,0,0.0,0.0,0.0,"""mjukvaruutveckling för inbyggda system | C++ | C/C++""",""" stort intresse för inbyggda system | embedded utvecklare | bygga högpresterande datorarkitektur i bilen med mjukvaruramar som möjliggör smidig och enkel utveckling av tjänster och applikationer för den inbyggda plattformen | Du kommer att få vara en del av att driva utvecklingen i branschen framåt genom att skapa en fordonsplattform med hjälp av ny teknologi i kombination med mer traditionella kommunikationsteknologier | Har ett stort intresse för mjukvaruutveckling för inbyggda system och känner dig bekväm med att arbeta i C++ | Har hobbyprojekt att visa upp | fördelaktigt inom C/C++"""
e949b3bd073a741410dd42e13b3826aa0d1ec8d6,hard_skills,bm25_only,2,2,0,0,0,0.0,0.0,0.0,"""mjukvaruutveckling | agilt""","""olika typer av användargränssnitt | komplexa tekniska system med många ingående komponenter"
29fac269cf015bcca2c9f604379758d586e8b5fc,hard_skills,bm25_only,18,10,5,2,7,0.3888888888888889,0.7,0.5,"""Javautvecklare | kundsräkning | frontend | backend | säkerställa kvalitet genom testning | Java EE | Java 11+ | EJB/CDI | JPA | REST | Microservices | OpenAPI | Angular | Typescript | JavaScript | Enhetstester | integrationstester | JUnit eller liknande""","""frontend och backend | Java EE och Java 11+ | EJB/CDI | JPA | REST | Microservices | OpenAPI | Frontend: Angular | Typescript och JavaScript | Enhetstester och integrationstester (JUnit eller liknande)"""
85d6d8d0f38cce1eca507e80e7d5d8aa71a4ca46,hard_skills,bm25_only,5,3,0,0,0,0.0,0.0,0.0,"""mjukvaruutvecklingsmetoder | versionshantering | CI/CD | C++ | Linux""","""utveckling och underhåll av radarapplikationer och simulatorprodukter | C++ och Linux | mjukvaruutvecklingsmetoder (inklusive versionshantering och CI/CD)"""
8245de776aec9ab1e4ca2259a7caef9f49720139,hard_skills,bm25_only,5,2,0,0,0,0.0,0.0,0.0,"""programmering | Kubernetes | AWS | Amazon EKS | mjukvaruingenjör""","""Kubernetes och AWS | Erfarenhet av Amazon EKS är meriterande"""
750fceec480cf04eab0e7cf347fa0f08279dd983,hard_skills,bm25_only,25,15,5,5,10,0.4,0.6666666666666666,0.5,"""CAD-system för elschema och instrumentering | artificiell intelligens | nya teknologier | vidareutveckla cadett ELSA samt tillhörande komponenter och integrationer | Programmering av nya funktioner i vår .NET-baserade programvaruplattform | användargränssnitt | användarupplevelse | Förvaltning och vidareutveckling av befintlig kod | Integration med tredjepartsverktyg och Autodesk-plattformar | Tillämpning av AI-metoder för intelligent stöd i konstruktionen | God programmeringsvana | .NET | C# | VB.NET | desktoputveckling | WinForms | WPF eller liknande | databaser | maskininlärning | data-analys | Autodesk-produkter | AutoCAD | C++ | Git | DevOps""","""framtidens CAD-system för elschema och instrumentering | Programmering av nya funktioner i vår .NET-baserade programvaruplattform | Arbete med användargränssnitt och användarupplevelse | Förvaltning och vidareutveckling av befintlig kod | Integration med tredjepartsverktyg och Autodesk-plattformar | Tillämpning av AI-metoder för intelligent stöd i konstruktionen | God programmeringsvana | Kunskaper i .NET (C#/VB.NET) | Erfarenhet av desktoputveckling (WinForms | WPF eller liknande) | Erfarenhet av arbete med databaser | Erfarenhet av och/eller kunskap om Autodesk-produkter som AutoCAD | Kunskaper inom elschema eller industriell automation | Erfarenhet av C++ | Erfarenhet av Git och DevOps"""
b538dd3a43282b4e5b082443a9a6b253a4735608,hard_skills,bm25_only,46,18,11,6,17,0.3695652173913043,0.9444444444444444,0.53125,"""tekniska utveckling | leda den strategiska riktningen för tekniken | [utveckla och underhålla företagets SaaS-plattform med fokus på hög tillgänglighet | pålitlighet och skalbarhet] | fatta tekniska beslut | säkerställa hög kvalitet i både kod och arkitektur | utveckla produkten till nästa nivå | forma företagets tekniska plattform och framtida inriktning | Elastisys managed kubernetes | PostgreSQL | Python | Node.js | Next.js | React | TypeScript | Driva utveckling av företagets SaaS-plattform | [Säkerställa att företaget har en arkitektur | kodbas och teknikstack som är säkert | skalbar | stabil och framtidssäker] | förstå och omsätta produktkrav till tekniska specifikationer | Vara teknisk kontakt mot företagets samarbetspartners och teknisk representant i kundprojekt | bygga ett robust ramverk med CI/CD | automatiserade tester | releaser | återanvändbara komponenter | Främja arbetssätt för snabb utveckling och hög kvalitet | Säkerställa att utvecklingsorganisationen minimerar teknisk skuld | Utveckla och implementera en långsiktig teknisk strategi och vision för plattformen | Utforska och utvärdera nya teknologier och verktyg | förbättra företagets produkt och utvecklingsprocess | Delta i beslutsfattande | utvecklare | designa och bygga skalbara och säkra system | uppskattar att både arbeta på en strategisk nivå mer arkitekturfrågor såväl som konkreta operativa utvecklingsfrågor | systemarkitektur | utveckla tekniska strategier | programmering | utveckling | API:er | integration | molntjänster | Google Cloud | moderna utvecklingsmetoder | Kubernetes | DevOps-principer""","""bygga digitala lösningar som gör skillnad för människors liv | utveckla och underhålla SaaS-plattform | Elastisys managed kubernetes | PostgreSQL | Python | Node.js | Next.js | React | TypeScript | Säkerställa att företaget har en arkitektur | kodbas och teknikstack som är säkert | skalbar | stabil och framtidssäker | bygga ett robust ramverk med CI/CD | automatiserade tester | releaser och återanvändbara komponenter för vår SaaS-plattform | erfarenhet av att designa och bygga skalbara och säkra system | systemarkitektur och att utveckla tekniska strategier"""
83a7c818ddc9bf2d7e4b88a77ceade31e20d9ab5,hard_skills,bm25_only,22,14,8,3,11,0.5,0.7857142857142857,0.6111111111111112,"""utveckling av kritiska system | [systemering | krav | design | och arkitektur för kritiska tillämpningar] | icke-funktionella egenskaper | robusthet | stabilitet | tillförlitlighet | utveckling av säkerhetskritiska system | ISO26262 | IEC61508 | DO-178C | DO-254 | ARP4754A | ARP 4761 | ISO13849 | säkerhetsanalyser | MTBF | FMEA | FTA | HARA""","""systemsäkerhet | utveckla morgondagens säkerhetskritiska system | har kunskap avseende standarder och framför allt deras tillämpning vid utveckling av säkerhetskritiska system | t.ex. ISO26262 | IEC61508 | DO-178C | DO-254 | ARP4754A | ARP 4761 | ISO13849 samt erfarenhet av arbete med säkerhetsanalyser | exempelvis MTBF | FMEA | FTA | HARA"""
