path,bytes,sha256,role
data/llm_predictions/raw_workbooks/Claude_Journal.xlsx,354876,bc574aa66e908be675322cffdf5180b1f1951317202cf61ed504de8e24d8179c,prompted_model_prediction
data/llm_predictions/raw_workbooks/GPT_IT.xlsx,463653,db7bfac9a35381e2ae1a549798edcf3503f1b7eb33a96df74382f2ab0dbfad35,prompted_model_prediction
data/llm_predictions/raw_workbooks/GPT_Journal.xlsx,367941,b15bd1bf54047ea4628232acf4cda798ab08f10fa50b073040a9a87b8ec1c64c,prompted_model_prediction
data/llm_predictions/raw_workbooks/Gemini_IT.xlsx,447142,f13693e1915c382f21ebf01f01ca31f61d0747b8a9863b4b31cc3f17e7e47d2b,prompted_model_prediction
data/llm_predictions/raw_workbooks/Gemini_Journal.xlsx,349294,a2fe6518ba7cf57337bbc63c9852d041d0f468412b70ba840bc5ea553c2c1486,prompted_model_prediction
data/prediction_rules/README.md,3602,cdee889633fbdde158eb6735669459ac0c5c40fd8141a8a6e5e8fb7aa4d3466e,prediction_rule_evidence
data/prediction_rules/generated/it_all_skills_rules.json,4463,5a0a782a856de00fcd2d2ef0b5583e76fb881d2890b7eee83d67bfc1d7149e33,prediction_rule_evidence
data/prediction_rules/generated/it_distinct_skills_rules.json,4009,7787a5059db2e2df2633c3fc5695cf8d784aaaa1cd9502a3dae8a168dd404fe1,prediction_rule_evidence
data/prediction_rules/generated/it_hard_skills_rules.json,4403,1faa7d5e44b131e0286961986751393a165ba37618443bcbf3799473757a3592,prediction_rule_evidence
data/prediction_rules/generated/it_must_have_rules.json,4315,13d40585f7e622fbfde0536d56ca47530addc6a43975aef7d8fc9d4f33f40751,prediction_rule_evidence
data/prediction_rules/generated/it_nice_to_have_rules.json,4192,46d4428f668c42960abfde7b5d80c6e1b20a0f7edeb3328baf7d7ed3d3244e95,prediction_rule_evidence
data/prediction_rules/generated/it_soft_skills_rules.json,4157,f0e8bd8c8b88420bbcfc82a1e8d83379e07cd2b44ddb6e8d205348dda628fbcd,prediction_rule_evidence
data/prediction_rules/generated/journal_all_skills_rules.json,4133,a965d94d26a73aab3349e58de3a2e0b5991f445cbfa134227df88a2daca60bdd,prediction_rule_evidence
data/prediction_rules/generated/journal_distinct_skills_rules.json,4098,89781198f4540bc24941060943042d05013935d4783aac1b42749d2433fcedae,prediction_rule_evidence
data/prediction_rules/generated/journal_hard_skills_rules.json,4160,ed2ba0634853af636b6c0d7e0ae2bc7d4c9a3ad39607d063d5928d5ebb2246b3,prediction_rule_evidence
data/prediction_rules/generated/journal_must_have_rules.json,4103,ed96a20d6a4319fb39412a8566b4e3a6a0f5a17967f5e540c036c041bc136257,prediction_rule_evidence
data/prediction_rules/generated/journal_nice_to_have_rules.json,4090,838b979a92553fa919864c172b50f44b34156b7799cee03ebc80ffcfd5fa4a5d,prediction_rule_evidence
data/prediction_rules/generated/journal_soft_skills_rules.json,4113,d2e9478cf98ba3ad15ba5ca6fce539ee8701659a4dd5289e213991a7c926fe5a,prediction_rule_evidence
data/prediction_rules/generated/merged_all_skills_rules.json,4502,e2fc41d964b1beaca82a2f48c026b1f2f5389cd55f0d05cdb6d2d04bb0b1b3a5,prediction_rule_evidence
data/prediction_rules/generated/merged_distinct_skills_rules.json,4121,89daaeb924d57755c6e656634e8cb66d36a29228b13bbb16bf3787ff3b6092ae,prediction_rule_evidence
data/prediction_rules/generated/merged_hard_skills_rules.json,4495,bc6cace61e9e5300f5dd627971223eda55c5575aa8aff8e5c82a7da2d3883c4f,prediction_rule_evidence
data/prediction_rules/generated/merged_must_have_rules.json,4351,bc209d0b26ee4c5a33158939951a22671b0f5bf8a7b8e3523bf8c1e735dc1806,prediction_rule_evidence
data/prediction_rules/generated/merged_nice_to_have_rules.json,4257,a057eeebec85794264843dab6053c526d7b599a60f5f35fc79a88def9a020222,prediction_rule_evidence
data/prediction_rules/generated/merged_soft_skills_rules.json,4172,e73fa024e2cdcf8dc7240bdbfecb5461ea1e7a010eedb528eb245d278767ece9,prediction_rule_evidence
data/prediction_rules/prediction_rule_evidence.csv,1009887,1e2b20df7901f527fde27016fab54f4b45ee2ad641586fa35c95a1251403e6e4,prediction_rule_evidence
data/prediction_rules/prediction_rule_summary.csv,766,f9bdba425c102962919e2345d7b35161f14f93f9148004b16d62b9479c882bda,prediction_rule_evidence
data/prediction_rules/source_manifest.json,2458,03eb69e572bceb5db0e68c37ab842180e89af694338f9608a89113bf27d54d39,prediction_rule_evidence
data/prediction_rules/sources/kblab_bart_model_api.json,1430,0770abecd32ef46808cb1f3cf9a4e8834611cbef26e3b7212c73131cf3aafee7,prediction_rule_evidence
data/prediction_rules/sources/kblab_bart_tokenizer.json,1478571,baf79f9d99f5d793e9b78b6be1831258eb6175a43cc8cf0c9a38b9abfa06f4f6,prediction_rule_evidence
data/prediction_rules/sources/kblab_bert_model_api.json,1415,006da5e580a6d6acbcd07991f526d9bd90753988543bae344a1c8a92c90b3060,prediction_rule_evidence
data/prediction_rules/sources/kblab_bert_vocab.txt,399162,cf103a3207ce9ce64c4d9e306c2cb433e5987b6050a9d869914e1a8e2c781ad6,prediction_rule_evidence
data/prediction_rules/sources/snowball_english_stemmer.html,74292,54fb05dff02c097ab427b10e53143c67241aee4d5152e0ab4bb6ce94d5975b10,prediction_rule_evidence
data/prediction_rules/sources/snowball_english_stopwords.txt,4556,06b8b14bbe6f6e0b64c0830813819416d96a71bec1655668d83b3e602a651db6,prediction_rule_evidence
data/prediction_rules/sources/snowball_swedish_stemmer.html,27007,ca57dc57dfcf3423b6d0f2d24f2747db9f3f20c30a1073a306addf4fba34b4af,prediction_rule_evidence
data/prediction_rules/sources/snowball_swedish_stopwords.txt,3104,21632c7b2d9ae03e97f7da190811a3c4c022baa66b45d4e317bde205d54813a1,prediction_rule_evidence
data/processed/IT/by_skill_type/skills_distinct_skills.csv,271660,50b0de5e6bbf37a64c8e01366f28db46b05f89bee501f30d30222ab1b04d95f2,processed_dataset
data/processed/IT/by_skill_type/skills_distinct_skills.jsonl,278992,bca331ed75d5d63de69cbbd0b2e26950e0626ef735047cd1f2bdb34e8b70063c,processed_dataset
data/processed/IT/by_skill_type/skills_hard_skills.csv,1063831,b4b33491f5d52e5b2c23944280d332ce51e36f12ba25c3978634d85da574f9b6,processed_dataset
data/processed/IT/by_skill_type/skills_hard_skills.jsonl,1091313,1f6eff2cb0908ac9ffe14b8b3dbe878343375ab605cd280e112409c067e37c8a,processed_dataset
data/processed/IT/by_skill_type/skills_must_have.csv,940289,9ffa96052cfd5cf2ddde9d8138adf3d978db7810ee6478deeee78a00cf5a2531,processed_dataset
data/processed/IT/by_skill_type/skills_must_have.jsonl,965417,6056fff64ba69af748fe0e7361e03af68234cf2e05aed864c2e561ea88fcda99,processed_dataset
data/processed/IT/by_skill_type/skills_nice_to_have.csv,560718,905f0c38400894fa52df4fb2f2ad81ba455f0f11ca4df326da044157100af7f0,processed_dataset
data/processed/IT/by_skill_type/skills_nice_to_have.jsonl,575310,c071c212aa93caae39c66f84cb1fd16365fa1f18e07486635143c7413b4650b6,processed_dataset
data/processed/IT/by_skill_type/skills_soft_skills.csv,1014645,bacade65bf25995e5f2775f38ba3a0257a6de31ab0787aba6b2377f56d53e8de,processed_dataset
data/processed/IT/by_skill_type/skills_soft_skills.jsonl,1041527,8ac814de041bad2a28acfe78d360f676afe26c35290a7cab52ad48b3d7074024,processed_dataset
data/processed/IT/dataset_clean.csv,1221303,5f2619d0204111ff67c81e68b0774ba212bdf886c67f57605b90ac749bde9441,processed_dataset
data/processed/IT/dataset_clean.json,1240101,bf5530cc2e7da37fd00b8bd982d4c33065da267ad727b09266b5007639e9eb28,processed_dataset
data/processed/IT/dataset_clean.jsonl,1266035,62ac81319c3f4a6454c904ca47b6cc2fb515fd2acdbf066c0b5e147bade4bd56,processed_dataset
data/processed/IT/dataset_clean_merged_5skills.json,1661297,196b12a4e6ace9a568803e87a718ae9764c9b1546ece62aed317673ba984a335,processed_dataset
data/processed/IT/dataset_clean_merged_5skills.jsonl,1665912,caf538ad548c4b80cb466be20ca61dec3242167cfe4d0b54f5a37d76362ea1b6,processed_dataset
data/processed/IT/skill_group_stats/row_group_counts.csv,26326,851e8ca47e5f2d7f3dc272b6d2682b4f608a82940b27f587787706c39a6cf488,processed_dataset
data/processed/IT/skill_group_stats/summary.csv,1444,f4864fb2c37c5461672e2f1e1b3035f925b21b16f3214bee7172ca54e0859da8,processed_dataset
data/processed/IT/skill_group_stats/summary_by_note.csv,1130,6c6dc46f413129d0608ec25e66bb67c14bee5230a3d78cdf2f32741346a08722,processed_dataset
data/processed/journal/by_skill_type/skills_distinct_skills.csv,619907,e60569fb563a6a266b94f6fdf8da235342bc1bfa365b73578e1f1440251008d4,processed_dataset
data/processed/journal/by_skill_type/skills_distinct_skills.jsonl,637319,b281c869c71715dcf47d2930996cf09ee4d90a51609edc176b7cef7daa7df3bf,processed_dataset
data/processed/journal/by_skill_type/skills_hard_skills.csv,1131443,dc38f32c68b7da6ea56ee6518c5002d22ecf0fa69a300672c2c29abe44c0e08c,processed_dataset
data/processed/journal/by_skill_type/skills_hard_skills.jsonl,1159635,1d554dcd5c9f0d085903403c76d2aec033f4d3a3788e938e3b7c38f8f806c387,processed_dataset
data/processed/journal/by_skill_type/skills_must_have.csv,1180942,a97d85cde5b22337c01da39645b5383a94bb4348c75ccb29c5ffbde746181fef,processed_dataset
data/processed/journal/by_skill_type/skills_must_have.jsonl,1209128,1cecb9006959b244107a41b8b8aee0f7cb90d76e3320b72d9eeebee1de00b481,processed_dataset
data/processed/journal/by_skill_type/skills_nice_to_have.csv,537098,755172453ba39ada6d9e5df183fac514d1f7a257c5e44a46f8ac62d6583502ba,processed_dataset
data/processed/journal/by_skill_type/skills_nice_to_have.jsonl,552716,a6cad91cd4f93ad7d0d2b83960faa831e02c54e9852862071a0eea0cd68697b6,processed_dataset
data/processed/journal/by_skill_type/skills_soft_skills.csv,900898,2bb178d5f27f11c262a3290f0dcdbcdf1ac9e30e44100c520ae5483b410e9963,processed_dataset
data/processed/journal/by_skill_type/skills_soft_skills.jsonl,925800,818a1e5f3e5d254deb31059f9b63c5eb259309e9e1fb9a1175c4be6bc98a57c1,processed_dataset
data/processed/journal/dataset_clean.csv,1459186,463615ba644501f7a54c85f11e1543204c23f40961364f8109f58de7ce628565,processed_dataset
data/processed/journal/dataset_clean.json,924268,27326774baa8eb61aafa0b02ba2f162823c35c4d3fbd7bf8c5dbaf0da2b8b388,processed_dataset
data/processed/journal/dataset_clean.jsonl,1504753,b3fa562e1f35e6779ee370ba43026a32afc1a46d32875ccba300a43242733e58,processed_dataset
data/processed/journal/dataset_clean_merged_5skills.jsonl,2038372,c187937083184fdd01788d84434d7f0ccfa78ac96140de1b391e549b8412bad0,processed_dataset
data/processed/merged/by_skill_type/skills_distinct_skills.csv,891505,5661a94ce24c545206c46fba20cfbd4aff499d40e94ff566e006f02b7c9ddb73,processed_dataset
data/processed/merged/by_skill_type/skills_distinct_skills.jsonl,916311,c0175351799f87ed857b0ead807bd7ffe8fcfd19573732907d88aef68c18b805,processed_dataset
data/processed/merged/by_skill_type/skills_hard_skills.csv,2195212,f4b4bc99bdacfd523d762890842a36d546404bcf05998f8c3b64e2b45c80c6e9,processed_dataset
data/processed/merged/by_skill_type/skills_hard_skills.jsonl,2250948,25cb997a130f5eb02e00a634a3b6640bd1d00fba504ad3407e4721b4670020c5,processed_dataset
data/processed/merged/by_skill_type/skills_must_have.csv,2121169,357265858e8026cf7d71246e63b625966571c6d35d2a4be4ef75644be24fc392,processed_dataset
data/processed/merged/by_skill_type/skills_must_have.jsonl,2174545,dbdaf4ebf5e7893b928c4aa6d0d80080873883805a9a909d9ce76759ce180dff,processed_dataset
data/processed/merged/by_skill_type/skills_nice_to_have.csv,1097754,2f0a5ad02a093680c6de1f6d3f2c9b98f5afdced937802f44fb46d6136014e0c,processed_dataset
data/processed/merged/by_skill_type/skills_nice_to_have.jsonl,1128026,74bb423dcd00e044c816189d5416851e17c6d2004e05d24f7049cce0c56c090b,processed_dataset
data/processed/merged/by_skill_type/skills_soft_skills.csv,1915481,563632e8ceaa7fb9d731dca36d587e7234ebcf6cb38ca389743a2511a620b723,processed_dataset
data/processed/merged/by_skill_type/skills_soft_skills.jsonl,1967327,d3c68c8be581cbe1cd8d672865c7a43d2b66bac7c8c8949a8f89e34ab7efbcf5,processed_dataset
data/processed/merged/dataset_clean.csv,2680374,bef756fc89cf74316b647da3cf014bbf8bc88bc21f4a608b51e3cb9e6c32ba80,processed_dataset
data/processed/merged/dataset_clean.jsonl,2770788,2e1c225a32e8ead0792115a74929b4b767ada2e19a111e777b0a77ad063dafaa,processed_dataset
data/processed/merged/dataset_clean_merged_5skills.jsonl,3704284,6d79d82bfdc6c77baebee29d9354085fe75bbf0b486041e1e63f54ed22d6781c,processed_dataset
data/prompt_development_sources/it/distinct_skills.csv,97500,ce03bf92837b29b14e1179b9a9c360f15ed3e5d70054f455b9b4b237032c9638,repository_documentation
data/prompt_development_sources/it/hard_skills.csv,161807,9ed90cf0585c295735f048596ad872919752dfdae09c14e20afef346022ab628,repository_documentation
data/prompt_development_sources/it/must_have.csv,164005,f205747c82cd24786ca62859e9b66e1e9cb1a28b91512fcc8c9c2c37ee5048f3,repository_documentation
data/prompt_development_sources/it/nice_to_have.csv,168663,3003dc4fc1b104c956e54d567d9dc4fd780d7724ad72d00853db4162e244a2c5,repository_documentation
data/prompt_development_sources/it/soft_skills.csv,178625,5202bc0c353d6dfe7b64cb5f02e4996bbf1242db03b7aabe0fffd75004cf17fd,repository_documentation
data/prompt_development_sources/journal/distinct_skills.csv,157918,d04b5152c4854c845ead0c0ac5581e66a836a653d4b1c0977e0259d955fcb2d0,repository_documentation
data/prompt_development_sources/journal/hard_skills.csv,182280,2497da9b755d2eba0683ae39a9eb9147b572a02db3947c2f87cd07ad5377befa,repository_documentation
data/prompt_development_sources/journal/must_have.csv,183824,44f9ea8db99ce267acbd3f7fc5aaaeccb5d5315e212cd0881a0175f3bdcac452,repository_documentation
data/prompt_development_sources/journal/nice_to_have.csv,155094,ecc2fccaf59ec7b570302f578f8d157e20db8f52d75b2a59ef20e09d006b3f8a,repository_documentation
data/prompt_development_sources/journal/soft_skills.csv,164980,384a672c1a589353e7a5bb90c59d2408ea060aab978e433098e8d51351b7dd22,repository_documentation
data/raw_annotations/IT_10percent_filtered_labels.xlsx,458251,e17464c7b8a1e1bd1998e6e1e792d4e397ed85428a6039290af84d38ef927ba6,raw_annotation
data/raw_annotations/journalist_24_25_filtered_fullLabels.xlsx,407402,905c617c48712ecbb3c58a55897626650dc00b24fdbf6c36924d0217cd788694,raw_annotation
data/splits/datasets/it/all_skills/it_all_skills_test_seed13.jsonl,816619,dfb77ace17445bf957a5a54d1189bd8c5636d2ce3652a6ebd2a1ae7c33710c3c,frozen_split
data/splits/datasets/it/all_skills/it_all_skills_train_seed13.jsonl,683097,d0c072cd279b7ac5fe17a2f985daeb47c3f75c980344efec210343ad4771f608,frozen_split
data/splits/datasets/it/all_skills/it_all_skills_validation_seed13.jsonl,166196,82df0113cffa413e69f6539896f5a410b3e9e9d4fdb996695beb5149701155f8,frozen_split
data/splits/datasets/it/distinct_skills/it_distinct_skills_test_seed13.jsonl,139999,bc71cc1890525c2e31cdd179e07a1664f1188c83ca4e2abece1b9184edfe78e8,frozen_split
data/splits/datasets/it/distinct_skills/it_distinct_skills_train_seed13.jsonl,111264,44c688cdc4f0cf5167a759ecdf59dde6223bf30a74aeddfecc4a8da6aa956614,frozen_split
data/splits/datasets/it/distinct_skills/it_distinct_skills_validation_seed13.jsonl,27729,62fefc3e60b2ebe70c0b62f5a23da7888487c698f39f32b65df97961b64e07d3,frozen_split
data/splits/datasets/it/hard_skills/it_hard_skills_test_seed13.jsonl,545152,36c71ea201f49fc1c1e9468934e09ba884f6568aa34cef007e9ef2550b1a6ee3,frozen_split
data/splits/datasets/it/hard_skills/it_hard_skills_train_seed13.jsonl,437356,463035af5f8e55b0ec77fc3a2fe5ede2289ac2ca8fdae17c5979e7a6c2f49b19,frozen_split
data/splits/datasets/it/hard_skills/it_hard_skills_validation_seed13.jsonl,108805,b55f7abc361585aa5630e56ab6bf21e84eab451c5e814c99cfa37fefe4070ea2,frozen_split
data/splits/datasets/it/must_have/it_must_have_test_seed13.jsonl,480039,b7c792739fbdf8f533d7efc95cd9527175d9ac72b2aa6d3e2cc5f676292021a0,frozen_split
data/splits/datasets/it/must_have/it_must_have_train_seed13.jsonl,389015,1307aa9b4f5511a1eab67af0e1898b0b01c3b5bc201b0f68e34c169abe75b88b,frozen_split
data/splits/datasets/it/must_have/it_must_have_validation_seed13.jsonl,96363,975712336f07ccb57e44759bcd12a7981f552920cd0d1cfe860a5f78ce63d2e2,frozen_split
data/splits/datasets/it/nice_to_have/it_nice_to_have_test_seed13.jsonl,286299,fabf4731aef624af2569b959cb541df04964fff66565d4f01684e15a789e67ac,frozen_split
data/splits/datasets/it/nice_to_have/it_nice_to_have_train_seed13.jsonl,231774,a40dc5e15dd717584188bdee9a07a471be3a74f4b9e4bedb91d126a9ad2b8032,frozen_split
data/splits/datasets/it/nice_to_have/it_nice_to_have_validation_seed13.jsonl,57237,fd596ea8c1c41bdf21f5717a9cb96283ebfb4359c9f8c4632b59813ceca77b7e,frozen_split
data/splits/datasets/it/soft_skills/it_soft_skills_test_seed13.jsonl,519771,e5ec4020eff40e33435759b5e5f7c8fccac23d2be4b5bc4e1b8857efe3ebc8ab,frozen_split
data/splits/datasets/it/soft_skills/it_soft_skills_train_seed13.jsonl,416195,ed145cd019d7609876b59249aff7c08717681946e1c644e08b185b3ea7e10522,frozen_split
data/splits/datasets/it/soft_skills/it_soft_skills_validation_seed13.jsonl,105561,1a0f70ba4ac2c230ffff4bae52948d5a8c8b6643a2f3b48c79e4cceaf548cb25,frozen_split
data/splits/datasets/journal/all_skills/journal_all_skills_test_seed13.jsonl,1018628,da9c712f26a2af62634528ee9ff9ec72152761029b22b50e0fbe8cfec354cd5b,frozen_split
data/splits/datasets/journal/all_skills/journal_all_skills_train_seed13.jsonl,814750,2d04872efb697157ad8c326b6ea402306edaf9209f62e86ca3442ce9f42ee474,frozen_split
data/splits/datasets/journal/all_skills/journal_all_skills_validation_seed13.jsonl,204994,04674f3f10d343da9783ee0e120d620d3d6620271c8e8cc1f6265525187dea25,frozen_split
data/splits/datasets/journal/distinct_skills/journal_distinct_skills_test_seed13.jsonl,317860,b206375bd3a166f39821de6482bc6ea595909f8cf2f93999d26945ef05b944e0,frozen_split
data/splits/datasets/journal/distinct_skills/journal_distinct_skills_train_seed13.jsonl,255944,4a708494fab78785604c093d42d2bf571f2f8f82160122f84eb477f89834c8c0,frozen_split
data/splits/datasets/journal/distinct_skills/journal_distinct_skills_validation_seed13.jsonl,63515,d7be39b81700f25649b01bd485d404644f6d4aa2b4d21a9c4b2b1a7307512d99,frozen_split
data/splits/datasets/journal/hard_skills/journal_hard_skills_test_seed13.jsonl,580476,a5fd74d554a9db9bd9baab8a3a0707bf157a45f2d3f9589602ac4bdc367abc05,frozen_split
data/splits/datasets/journal/hard_skills/journal_hard_skills_train_seed13.jsonl,462534,de32fe00543c2463c2a9576680893c72ab1bdfcb5c9f2c41021014122b1c8086,frozen_split
data/splits/datasets/journal/hard_skills/journal_hard_skills_validation_seed13.jsonl,116625,baef6c3523386551ac6690aff5523c211d526320a12c39db9d00657fd01b9a28,frozen_split
data/splits/datasets/journal/must_have/journal_must_have_test_seed13.jsonl,606994,927efc4673e7ab4c6c57440727a869d3a17db8be36271ce6a89b9549a9faf395,frozen_split
data/splits/datasets/journal/must_have/journal_must_have_train_seed13.jsonl,481311,dd825be8483f5e5ace77cdcfb3e0710f97c535ea47fe8e74a1697dc71ea132ca,frozen_split
data/splits/datasets/journal/must_have/journal_must_have_validation_seed13.jsonl,120823,7efe7c3a65a8c3930000cd5446edc2e15a7b557aa394a9e0264042fbd5b65c3c,frozen_split
data/splits/datasets/journal/nice_to_have/journal_nice_to_have_test_seed13.jsonl,278706,31ca34b2efaa4593bc4418e01e43e5ce5a324459f5a6edf6d3c030be231d651b,frozen_split
data/splits/datasets/journal/nice_to_have/journal_nice_to_have_train_seed13.jsonl,219255,69997d4caa78c2da89572ae699e2df80e6cb9c2743cac69edfcf239c16b9c0ed,frozen_split
data/splits/datasets/journal/nice_to_have/journal_nice_to_have_validation_seed13.jsonl,54755,58a0dda19d3bdf3ff637037055966ccf1103b1919804d57a7c2741ede2800435,frozen_split
data/splits/datasets/journal/soft_skills/journal_soft_skills_test_seed13.jsonl,462249,381133083d0ba5ce82b596107170f6c55cbf163acdca264dad1471acd764c3b1,frozen_split
data/splits/datasets/journal/soft_skills/journal_soft_skills_train_seed13.jsonl,370554,15a544e316ee8b5e05637956356c2a179c4e6a17d66bc0826f559819f018faa3,frozen_split
data/splits/datasets/journal/soft_skills/journal_soft_skills_validation_seed13.jsonl,92997,1b8d0c448704915dc1623e15e71f7dfb1a6834c647ed1b550ea45aec30501167,frozen_split
data/splits/datasets/merged/all_skills/merged_all_skills_test_seed13.jsonl,1853083,deeb3beb8f4e9bf5ec95f7ea5d2a2d286de6341cf2358d18dfe7c1c8c494b85a,frozen_split
data/splits/datasets/merged/all_skills/merged_all_skills_train_seed13.jsonl,1485299,9a0e2211ab4680023f9e26331f19dacb6abb933b24b96dd9735abf8a91541454,frozen_split
data/splits/datasets/merged/all_skills/merged_all_skills_validation_seed13.jsonl,365902,c06f206aedb46fd26cc6537864b4724874660c37889299067ffa84e7ac1ff4dd,frozen_split
data/splits/datasets/merged/distinct_skills/merged_distinct_skills_test_seed13.jsonl,456758,8defd04fed9d54eeb6311a0dd0e4a61d89c1e46975ef2272128b289e21667889,frozen_split
data/splits/datasets/merged/distinct_skills/merged_distinct_skills_train_seed13.jsonl,369223,c5cef853ca42b99e209c7836fae6210f7785a157b999e02379ddb5fe5517f2e3,frozen_split
data/splits/datasets/merged/distinct_skills/merged_distinct_skills_validation_seed13.jsonl,90330,5b5d4d6230040415c9459594642914501f20da713144c8de038bb84f758f9cbb,frozen_split
data/splits/datasets/merged/hard_skills/merged_hard_skills_test_seed13.jsonl,1126941,4078d1bf7238c51d8d272f42d19004d83ce70548259355b9af26b209185d6f05,frozen_split
data/splits/datasets/merged/hard_skills/merged_hard_skills_train_seed13.jsonl,899301,a734c506e5d256714fb83d18e82af0c77e511721abf837429f51a1289270424b,frozen_split
data/splits/datasets/merged/hard_skills/merged_hard_skills_validation_seed13.jsonl,224706,7bccc01da691e317b0169e0fe6b3a10b61d182ca82eb9466418a899a8fdfd554,frozen_split
data/splits/datasets/merged/must_have/merged_must_have_test_seed13.jsonl,1087803,1391392be0146d28ca20508091da4459ec67671817fb73fa285ef89bb4204fe0,frozen_split
data/splits/datasets/merged/must_have/merged_must_have_train_seed13.jsonl,870898,24c4fa6eb64aee8ce80e5411b9084d276635439832bb1e7e835e2d3be7a0477a,frozen_split
data/splits/datasets/merged/must_have/merged_must_have_validation_seed13.jsonl,215844,d0f5a69034e9b526f7e06d29cb158bc1a9336dc40a92816a575672ec86e17fa2,frozen_split
data/splits/datasets/merged/nice_to_have/merged_nice_to_have_test_seed13.jsonl,564609,1453835895c8be32132564a029f458ebde2886f6ead001c404859918d4c72ec2,frozen_split
data/splits/datasets/merged/nice_to_have/merged_nice_to_have_train_seed13.jsonl,450893,a03df6533f54aafb4a6591e79b3dcce2a8e8b38480a43bb666b202f718de16b4,frozen_split
data/splits/datasets/merged/nice_to_have/merged_nice_to_have_validation_seed13.jsonl,112524,2ca0000aff5e06ba4df86c4a66830ba8b11852d2473fc37d37dd60e9ab46b498,frozen_split
data/splits/datasets/merged/soft_skills/merged_soft_skills_test_seed13.jsonl,982803,8456c803e076ebc49814743409fe668398abbc6674a46b2524d137c437404483,frozen_split
data/splits/datasets/merged/soft_skills/merged_soft_skills_train_seed13.jsonl,787562,452dd0dadd86f6e3a8df1d8506e5316ad94b757d550fbb484903626eb8dbc83a,frozen_split
data/splits/datasets/merged/soft_skills/merged_soft_skills_validation_seed13.jsonl,196962,620e05dae3c96d392021ceaa6a17bf203eae650dd83586902c645ab5a1f7598d,frozen_split
data/splits/manifests/it_all_skills_split_manifest_seed13.csv,23421,bf1e1c1cbd1f082aab4ef768f41e0981f2d7b183522e7e4c853242a7ec5087c5,frozen_split
data/splits/manifests/it_distinct_skills_split_manifest_seed13.csv,6580,f1e41640d0a5979c352348d0503279871ec61e33d8079999f8abeff619bd27b6,frozen_split
data/splits/manifests/it_hard_skills_split_manifest_seed13.csv,23693,66a0f188df19e3c8fe171c65e82cb8c8fe7fc675842a3b3d544a94ccae795c63,frozen_split
data/splits/manifests/it_must_have_split_manifest_seed13.csv,21072,c44333efc1ac5f19c09f20ff51122f2587012ce87e227b3160af716271c0ccb7,frozen_split
data/splits/manifests/it_nice_to_have_split_manifest_seed13.csv,12690,75cfe08d15faf74e8b763cfe6826cb1a1ea0ac5f0c57124f0de364b2943ab825,frozen_split
data/splits/manifests/it_soft_skills_split_manifest_seed13.csv,23166,273ef525177f06d5cc138d4738d6849aa8d8a6de22a3d900205d068741a56ebd,frozen_split
data/splits/manifests/journal_all_skills_split_manifest_seed13.csv,25587,3f12608774dab0af6ec07a4d70379591eea1e2c7e0129ab68da3083830cd7d57,frozen_split
data/splits/manifests/journal_distinct_skills_split_manifest_seed13.csv,16656,6d3e73e019bd9cffeafb31e24545ec0af9bb4ccd8291b93e60fa89da2ac95d30,frozen_split
