model,domain,skill,id,exact_new_matches,containment_new_matches,lexical_new_matches,semantic_new_matches,predicted_count,gold_count,exact_true_positives,exact_precision,exact_recall,exact_f1,containment_true_positives,containment_precision,containment_recall,containment_f1,lexical_true_positives,lexical_precision,lexical_recall,lexical_f1,semantic_true_positives,semantic_precision,semantic_recall,semantic_f1,raw_prediction_count,filtered_prediction_count,duplicate_items_removed,unsupported_count,unsupported_rate,gold,raw_prediction,prediction,filtered_prediction,unsupported_prediction,llm_source_row,llm_text_exact_after_normalization,llm_text_token_exact_after_normalization,llm_text_compact_exact_after_normalization,llm_text_token_sequence_similarity
BART,it,all_skills,7e6b43cb086cb56eb6965bb4a1ff986e6b6946bd,14,4,0,0,18,31,14,0.7777777777777778,0.45161290322580644,0.5714285714285714,18,1.0,0.5806451612903226,0.7346938775510204,18,1.0,0.5806451612903226,0.7346938775510204,18,1.0,0.5806451612903226,0.7346938775510204,18,0,0,0,0.0,se helheten | vågar driva förändringsprocesser | lyhörd | strukturerad | flexibel | prestigelös | stark kommunikativ förmåga | svenska | engelska | arbeta som agil coach | agila ramverk och metodiker | Scrum | Kanban | SAFe | agil coach | agila arbetssättet | kartlägga nuläget | identifiera förbättringsområden | ta fram en strategisk plan för att implementera lämpliga insatser | coacha teamen i deras agila utveckling | hjälpa dem att nå nya nivåer av effektivitet och samarbete | Kartlägga nuläge | Utveckla och implementera strategier för agilt arbetssätt | Coacha och stötta team i deras agila utveckling | Säkerställa att förbättringsinsatser implementeras och följs upp | skapa en gemensam agil kultur | en passion för att utveckla team och driva förändring | arbeta nära flera team | trivs i en arbetsmiljö där mycket händer och ingen dag är den andra lik | vågar driva på förändringar när det behövs | Samverka med olika team och funktioner,agila ramverk och metodiker | Scrum | Kanban | SAFe | se helheten | vågar driva förändringsprocesser | lyhörd | strukturerad | flexibel | prestigelös | en stark kommunikativ förmåga | behärskar både svenska och engelska väl | agila arbetssättet | kartlägga nuläget för att identifiera förbättringsområden | Utveckla och implementera strategier för agilt arbetssätt | Coacha och stötta team i deras agila utveckling | Säkerställa att förbättringsinsatser implementeras och följs upp | Samverka med olika team och funktioner för att skapa en gemensam agil kultur,agila ramverk och metodiker | Scrum | Kanban | SAFe | se helheten | vågar driva förändringsprocesser | lyhörd | strukturerad | flexibel | prestigelös | en stark kommunikativ förmåga | behärskar både svenska och engelska väl | agila arbetssättet | kartlägga nuläget för att identifiera förbättringsområden | Utveckla och implementera strategier för agilt arbetssätt | Coacha och stötta team i deras agila utveckling | Säkerställa att förbättringsinsatser implementeras och följs upp | Samverka med olika team och funktioner för att skapa en gemensam agil kultur,,,,not_applicable,not_applicable,not_applicable,not_applicable
BART,it,all_skills,05db991a25a08d47545a283d9accab4d49aa430a,7,4,0,0,11,13,7,0.6363636363636364,0.5384615384615384,0.5833333333333334,11,1.0,0.8461538461538461,0.9166666666666666,11,1.0,0.8461538461538461,0.9166666666666666,11,1.0,0.8461538461538461,0.9166666666666666,11,0,0,0,0.0,behärskar både svenska och engelska flytande i tal och skrift | Java | goda kunskaper av Kotlin | Spring Boot | Kubernetes för deployment och hantering av mikrotjänster | TypeScript | praktisk erfarenhet av ramverk | React | Arbetat agilt | Scrum | Kanban | erfarenhet från offentlig sektor | fullstack-utvecklare,behärskar både svenska och engelska flytande i tal och skrift | Java | Kotlin | Spring Boot | Kubernetes för deployment och hantering av mikrotjänster | TypeScript | ramverk | React | agilt | utifrån Scrum | Kanban,behärskar både svenska och engelska flytande i tal och skrift | Java | Kotlin | Spring Boot | Kubernetes för deployment och hantering av mikrotjänster | TypeScript | ramverk | React | agilt | utifrån Scrum | Kanban,,,,not_applicable,not_applicable,not_applicable,not_applicable
BART,it,all_skills,0a38d183199c9ea168205d5d76aa6af33efe1d31,4,2,0,1,7,17,4,0.5714285714285714,0.23529411764705882,0.3333333333333333,6,0.8571428571428571,0.35294117647058826,0.5,6,0.8571428571428571,0.35294117647058826,0.5,7,1.0,0.4117647058823529,0.5833333333333334,7,0,0,0,0.0,lyhörd | nyfiken | engagerad | kunna möta behoven hos våra kunder | flytande på svenska och engelska i både tal och skrift | C | C++ | Python | Embedded | Functional Safety | AI | Cloud | AWS | mjukvaruutvecklare | utveckla digitala verktyg och plattformar | brinner för att skapa innovativa lösningar | bidra till en storsatsning inom teknikområdet,C / C + + | Python | Embedded | Functional Safety | AI | Cloud / AWS | utveckla IT / digitala lösningar,C/C++ | Python | Embedded | Functional Safety | AI | Cloud/AWS | utveckla IT/digitala lösningar,,,,not_applicable,not_applicable,not_applicable,not_applicable
BART,it,all_skills,c0cde1fdf43b3a36dab9ae50941aa56d2118146e,9,3,0,1,13,21,9,0.6923076923076923,0.42857142857142855,0.5294117647058824,12,0.9230769230769231,0.5714285714285714,0.7058823529411765,12,0.9230769230769231,0.5714285714285714,0.7058823529411765,13,1.0,0.6190476190476191,0.7647058823529412,13,0,0,1,0.07692307692307693,"Utveckling och underhåll av programvara för avancerade system | Design, implementation och testning av mjukvarulösningar | säkerställa hög kvalité | Bidra till effektiva utvecklingsprocesser och kontinuerlig förbättring | moderna utvecklingsmetoder och verktyg | C++ | Git | Inbyggda system | Simulering | signalbehandling | radarstyrning | Samarbete med andra team och avdelningar | mjukvaruutvecklare | utveckling och underhåll av mjukvaruprodukter | involverad i hela utvecklingskedjan | kravhantering | design | implementering | testning | underhåll | arbeta i ett tvärfunktionellt utvecklingsteam","C + + | Git | Inbyggda system | Simulering | signalbehandling | radarstyrning | utveckla mjukvaruprodukter | hela utvecklingskedjan – från kravhantering och design till implementering , testning och underhåll | Utveckling och underhåll av programvara för avancerade system | Design , implementation och testning av mjukvarulösningar | säkerställa hög kvalité | Bidra till effektiva utvecklingsprocesser och kontinuerlig förbättring | Arbeta med moderna utvecklingsmetoder och verktyg","C++ | Git | Inbyggda system | Simulering | signalbehandling | radarstyrning | utveckla mjukvaruprodukter | hela utvecklingskedjan-från kravhantering och design till implementering , testning och underhåll | Utveckling och underhåll av programvara för avancerade system | Design , implementation och testning av mjukvarulösningar | säkerställa hög kvalité | Bidra till effektiva utvecklingsprocesser och kontinuerlig förbättring | Arbeta med moderna utvecklingsmetoder och verktyg",,utveckla mjukvaruprodukter,,not_applicable,not_applicable,not_applicable,not_applicable
BART,it,all_skills,51a2b3533eb2f253b4939021a31ccfb6d76e79d8,10,6,0,0,16,29,10,0.625,0.3448275862068966,0.4444444444444445,16,1.0,0.5517241379310345,0.7111111111111111,16,1.0,0.5517241379310345,0.7111111111111111,16,1.0,0.5517241379310345,0.7111111111111111,16,0,0,0,0.0,ett stort intresse för DevOps-området | svenska | engelska | ett stort tekniskt intresse | ett driv för att ständigt utvecklas | nyfiken lagspelare | strukturerad | noggrann | samarbetar med teammedlemmar och andra avdelningar | trygg i att söka kontakt med andra | driva dina egna frågor | programmeringskunskaper | DevOps-ingenjör | implementera nya autonoma system | drift av DevOps-arbetet | utvecklar och underhåller egna pipelines | bygga och förbättra processer | säkerställa effektivitet och kvalitet i projekten | Uppbyggnad av egna pipelines som ska underhållas | Modellering | testning | felsökning | dokumentation | Kravställning kring CPU och GPU för AI | Microservices | containerisering | målmedveten | driva framgång genom teknik | intresse för DevOps och AI-området,goda programmeringskunskaper | svenska och engelska | DevOps - området | Uppbyggnad av egna pipelines som ska underhållas | Modellering | testning | felsökning | dokumentation | Kravställning kring CPU och GPU för AI Microservices | containerisering | ett stort tekniskt intresse | ett driv för att ständigt utvecklas | en nyfiken lagspelare | strukturerad | noggrann i ditt arbete | samarbetar med teammedlemmar och andra avdelningar,goda programmeringskunskaper | svenska och engelska | DevOps-området | Uppbyggnad av egna pipelines som ska underhållas | Modellering | testning | felsökning | dokumentation | Kravställning kring CPU och GPU för AI Microservices | containerisering | ett stort tekniskt intresse | ett driv för att ständigt utvecklas | en nyfiken lagspelare | strukturerad | noggrann i ditt arbete | samarbetar med teammedlemmar och andra avdelningar,,,,not_applicable,not_applicable,not_applicable,not_applicable
BART,it,all_skills,dc6f1180a40d22010a17a2c1a5d366f2d355cce9,16,0,0,0,17,19,16,0.9411764705882353,0.8421052631578947,0.8888888888888888,16,0.9411764705882353,0.8421052631578947,0.8888888888888888,16,0.9411764705882353,0.8421052631578947,0.8888888888888888,16,0.9411764705882353,0.8421052631578947,0.8888888888888888,17,0,0,0,0.0,Linux-miljö | utveckling | administration | systemintegration | C# | .NET | applikationsutveckling i Linux | Containers | Docker | Kubernetes | Webbutveckling | Fluent UI | React | Typescript | Node.js | GoLang | C++ | utvecklingen av företagets VMS (Video Management System) och andra applikationer | skapa lösningar som effektivt kopplar samman användare och produkter,Linux - miljö | utveckling | administration | systemintegration | C # | . NET | moderna teknologier | Containers | Docker | Kubernetes | Webbutveckling | Fluent UI | React | Typescript | Node . js | GoLang | C + +,Linux-miljö | utveckling | administration | systemintegration | C# | .NET | moderna teknologier | Containers | Docker | Kubernetes | Webbutveckling | Fluent UI | React | Typescript | Node.js | GoLang | C++,,,,not_applicable,not_applicable,not_applicable,not_applicable
BART,it,all_skills,7c2407ccb3822d1daddf15b0604793696bc7c13b,6,3,0,0,9,22,6,0.6666666666666666,0.2727272727272727,0.3870967741935484,9,1.0,0.4090909090909091,0.5806451612903226,9,1.0,0.4090909090909091,0.5806451612903226,9,1.0,0.4090909090909091,0.5806451612903226,9,0,0,1,0.1111111111111111,"arbeta i team | leverera projekt i tid och inom budget | självgående | Flytande i svenska och engelska, både i tal och skrift | SAP-utveckling | ABAP | SAP ECC | S/4HANA | SAP BTP | utveckla användargränssnitt | SAPUI5 | Neptune | SAP-integrationer | webbtjänster | konsult | SAP-utvecklare | leverera skräddarsydda lösningar som passar deras verksamhet | utveckla och optimera lösningar med ny SAP-teknik som stödjer kundens affärsprocesser | säkerställa att SAP-lösningen möter verksamhetens behov | samarbeta med de funktionella teamen | samarbeta med kunder från olika branscher | förstå deras behov","SAP - utveckling | ABAP | SAP ECC | S / 4HANA | utveckla användargränssnitt med SAPUI5 eller Neptune | SAP - integrationer och webbtjänster | arbeta i team | leverera projekt i tid och inom budget | självgående i svenska och engelska , både i tal och skrift","SAP-utveckling | ABAP | SAP ECC | S/4HANA | utveckla användargränssnitt med SAPUI5 eller Neptune | SAP-integrationer och webbtjänster | arbeta i team | leverera projekt i tid och inom budget | självgående i svenska och engelska , både i tal och skrift",,"självgående i svenska och engelska , både i tal och skrift",,not_applicable,not_applicable,not_applicable,not_applicable
BART,it,all_skills,e3f160a498b0ab0403f1499866878260df615618,2,1,0,0,5,3,2,0.4,0.6666666666666666,0.5,3,0.6,1.0,0.7499999999999999,3,0.6,1.0,0.7499999999999999,3,0.6,1.0,0.7499999999999999,5,0,0,0,0.0,Java systemutvecklare | stå inför intressanta utmaningar | effektivisera företagets kunders tekniska vardag,Senior Java Systemutvecklare | Stockholm | arbeta i varierande projekt | stå inför intressanta utmaningar | effektivisera företagets kunders tekniska vardag,Senior Java Systemutvecklare | Stockholm | arbeta i varierande projekt | stå inför intressanta utmaningar | effektivisera företagets kunders tekniska vardag,,,,not_applicable,not_applicable,not_applicable,not_applicable
GPT,it,all_skills,ce5383b36d76faa7e4814cfd096250147c69c419,11,6,0,0,23,19,11,0.4782608695652174,0.5789473684210527,0.5238095238095238,17,0.7391304347826086,0.8947368421052632,0.8095238095238095,17,0.7391304347826086,0.8947368421052632,0.8095238095238095,17,0.7391304347826086,0.8947368421052632,0.8095238095238095,23,0,0,0,0.0,"behärskar svenska i tal och skrift | mjukvaruutvecklare av komplexa inbyggda realtidssystem | teknikområdet 5G | agilt team | ansvarar för produktens hela utvecklingscykel | systemering | design | test på flera nivåer | C | C++ | Java | Matlab | Git | samarbete med andra utvecklare, kravställare och testare | jobba i team | bidrar med sin kunskap för att nå gemensamma mål | utveckla teamets arbetssätt och färdighet | goda kunskaper i engelska såväl i tal som skrift | ett stort intresse för teknik","goda kunskaper i engelska såväl i tal som skrift | säkerhetsprövning | svenska i tal och skrift | inbyggda realtidssystem | 5G | systemering | design | test på flera nivåer | C | C++ | Java | Matlab | Git | agila utvecklingsteam | nära samarbete med andra utvecklare, kravställare och testare | gillar att jobba i team | bidrar med sin kunskap | nå gemensamma mål | utveckla teamets arbetssätt och färdighet | behärskar svenska i tal och skrift | ambassadör för Combitech hos våra kunder | nätverka med medarbetare från hela Sverige | stort intresse för teknik","goda kunskaper i engelska såväl i tal som skrift | säkerhetsprövning | svenska i tal och skrift | inbyggda realtidssystem | 5G | systemering | design | test på flera nivåer | C | C++ | Java | Matlab | Git | agila utvecklingsteam | nära samarbete med andra utvecklare, kravställare och testare | gillar att jobba i team | bidrar med sin kunskap | nå gemensamma mål | utveckla teamets arbetssätt och färdighet | behärskar svenska i tal och skrift | ambassadör för Combitech hos våra kunder | nätverka med medarbetare från hela Sverige | stort intresse för teknik",,,2,True,True,True,1.0
GPT,it,all_skills,684e1ce5a4f93b330c6e1b074f35c07416c5b722,15,4,0,0,37,23,15,0.40540540540540543,0.6521739130434783,0.5,19,0.5135135135135135,0.8260869565217391,0.6333333333333333,19,0.5135135135135135,0.8260869565217391,0.6333333333333333,19,0.5135135135135135,0.8260869565217391,0.6333333333333333,37,0,0,0,0.0,CI | testautomation | utveckla mjukvara som i sin tur testar annan mjukvara eller hårdvara | utveckla mjukvaruverktyg som stöttar i testprocessen | ramverk | continuous integration-pipelines | breda kunskaper | förstå produkten | felsöka | studera loggar | Programmering | öppenhet | god sammanhållning | ett kritiskt tänkande | engagerad | leverera ditt bästa resultat | kreativ och nyfiken inför uppdragets behov | snabbt anpassa dig till olika situationer | förståelse för projektets behov | hitta den rätta lösningen för att komma framåt | social | arbeta i team | ser spännande utmaningar i de möjligheter som erbjuds,CI | testautomation | Zuul | Jenkins | BDD | testmetodik | CI-pipelines | continuous integration-pipelines | automatiserade testfall | ramverk | Software Development Engineer in Test (SDET) | felsöka | studera loggar | programmering | testprocessen | mjukvaruverktyg | öppenhet | empati | tillit | samarbete | nytänkande | kreativitet | initiativtagande | kritiskt tänkande | engagerad | kreativ | nyfiken | snabbt anpassa dig till olika situationer | sätta dig in i nya sammanhang | fenomenal fingertoppskänsla | förståelse för projektets behov | arbeta i team | social | leverera ditt bästa resultat | hitta den rätta lösningen | lokalisera orsaken till ett problem | förstå produkten,CI | testautomation | Zuul | Jenkins | BDD | testmetodik | CI-pipelines | continuous integration-pipelines | automatiserade testfall | ramverk | Software Development Engineer in Test (SDET | felsöka | studera loggar | programmering | testprocessen | mjukvaruverktyg | öppenhet | empati | tillit | samarbete | nytänkande | kreativitet | initiativtagande | kritiskt tänkande | engagerad | kreativ | nyfiken | snabbt anpassa dig till olika situationer | sätta dig in i nya sammanhang | fenomenal fingertoppskänsla | förståelse för projektets behov | arbeta i team | social | leverera ditt bästa resultat | hitta den rätta lösningen | lokalisera orsaken till ett problem | förstå produkten,,,3,False,True,True,1.0
GPT,it,all_skills,0d14ef2480d3a575b2402d632cebed56cf34c5b1,6,10,0,0,28,22,6,0.21428571428571427,0.2727272727272727,0.23999999999999996,16,0.5714285714285714,0.7272727272727273,0.64,16,0.5714285714285714,0.7272727272727273,0.64,16,0.5714285714285714,0.7272727272727273,0.64,28,0,0,1,0.03571428571428571,"utvecklingsflöden | utmaningar utvecklare möter | utveckla och implementera självbetjäningslösningar | Förståelse för API-design och integration | har ett öga för detaljer | kombinera tekniskt arbete med strategisk förbättring | kommunikativ | har en god förmåga att förklara tekniska koncept på ett tydligt sätt | skapa de bästa möjliga förutsättningarna för företagets utvecklare | förbättra deras arbetsmiljö, verktyg och produktivitet | Developer Experience (DevEx) | säkerställa att utvecklare kan arbeta effektivt, utan onödiga hinder | analysera och identifiera flaskhalsar i utvecklingsflödet | utveckla och implementera lösningar som optimerar arbetsprocesserna | förbättra onboardingprocessen för nya utvecklare | skapa och underhålla tydlig och användarvänlig dokumentation, guider och utbildningsmaterial kopplat till utvecklingsverktyg och processer | arbeta datadrivet genom att samla in och analysera insikter | mäta framsteg | identifiera förbättringsområden | säkerställa att nya verktyg och processer integreras på ett sätt som skapar verkligt värde för organisationen | förbättra utvecklingsmiljöer | samarbete med utvecklingsteam",utvecklingsflöden | självbetjäningslösningar | API-design | integration | Developer Experience (DevEx) | API-design och integration | onboardingprocessen för nya utvecklare | dokumentation | guider | utbildningsmaterial | utvecklingsverktyg och processer | utvecklingsmiljöer | datadrivet | nära samarbete med utvecklingsteam | kommunikativ | förklara tekniska koncept på ett tydligt sätt | arbeta datadrivet | samla in och analysera insikter | mäta framsteg | identifiera förbättringsområden | analysera och identifiera flaskhalsar | brinner för att förbättra utvecklingsmiljöer | öga för detaljer | strategisk förbättring | kombinera tekniskt arbete med strategisk förbättring | onboardingprocessen | användarvänlig dokumentation | identifiera flaskhalsar,utvecklingsflöden | självbetjäningslösningar | API-design | integration | Developer Experience (DevEx | API-design och integration | onboardingprocessen för nya utvecklare | dokumentation | guider | utbildningsmaterial | utvecklingsverktyg och processer | utvecklingsmiljöer | datadrivet | nära samarbete med utvecklingsteam | kommunikativ | förklara tekniska koncept på ett tydligt sätt | arbeta datadrivet | samla in och analysera insikter | mäta framsteg | identifiera förbättringsområden | analysera och identifiera flaskhalsar | brinner för att förbättra utvecklingsmiljöer | öga för detaljer | strategisk förbättring | kombinera tekniskt arbete med strategisk förbättring | onboardingprocessen | användarvänlig dokumentation | identifiera flaskhalsar,,förklara tekniska koncept på ett tydligt sätt,5,False,False,True,0.9964994165694282
GPT,it,all_skills,8c8615e90ed52df6f4a0a6251153a155932e128d,18,8,0,0,34,28,18,0.5294117647058824,0.6428571428571429,0.5806451612903226,26,0.7647058823529411,0.9285714285714286,0.8387096774193549,26,0.7647058823529411,0.9285714285714286,0.8387096774193549,26,0.7647058823529411,0.9285714285714286,0.8387096774193549,34,0,0,0,0.0,"tala och skriva svenska flytande | jobba med produkter både inom och utanför SAP:s familj | agila utvecklingsteam | agila arbetssätt | SAP S/4 | SAP CRM | SAP Workflow | SAP BTP | arbeta med försäkringslösningar | arbeta som Tech Lead | Agera Tech Lead inom SAP och ABAP utveckling | Utveckla prioriterade funktioner i ABAP | följa TRRs utvecklingsprocess | agila team | kodgranskning, både manuell och automatisk | automatiska tester | delaktig i hur TRR kan använda SAPs funktionalitet | systemintegration | gränssnittsutveckling | koppla samman SAP-systemen med andra system och applikationer | Microsoft Azure | SAP API management | OData | Events | RFC | Nyfiken | öppen | lyfter blicken och spanar mot framtiden",klassisk ABAP utveckling | SAP BTP | erfarenhet av att jobba med produkter både inom och utanför SAP:s familj | tala och skriva svenska flytande | agila arbetssätt | SAP S/4 | SAP CRM | SAP Workflow | försäkringslösningar | Tech Lead | rutiner | pattern'n'practices | developer experience | ABAP | ABAP utveckling | Business Technology Platform | SAP | kodgranskning | automatiska tester | systemintegration | gränssnittsutveckling | Microsoft Azure | SAP API management | OData | Events | RFC | att leverera värde | Agera Tech Lead | följa TRRs utvecklingsprocess | Nyfiken | öppen | lyfter blicken och spanar mot framtiden | delaktig | involverad,klassisk ABAP utveckling | SAP BTP | erfarenhet av att jobba med produkter både inom och utanför SAP:s familj | tala och skriva svenska flytande | agila arbetssätt | SAP S/4 | SAP CRM | SAP Workflow | försäkringslösningar | Tech Lead | rutiner | pattern'n'practices | developer experience | ABAP | ABAP utveckling | Business Technology Platform | SAP | kodgranskning | automatiska tester | systemintegration | gränssnittsutveckling | Microsoft Azure | SAP API management | OData | Events | RFC | att leverera värde | Agera Tech Lead | följa TRRs utvecklingsprocess | Nyfiken | öppen | lyfter blicken och spanar mot framtiden | delaktig | involverad,,,6,True,True,True,1.0
GPT,it,all_skills,65ae2330cb89e652e7c6909d34279b7293b0af6b,13,1,0,0,29,14,13,0.4482758620689655,0.9285714285714286,0.6046511627906977,14,0.4827586206896552,1.0,0.6511627906976745,14,0.4827586206896552,1.0,0.6511627906976745,14,0.4827586206896552,1.0,0.6511627906976745,29,0,0,0,0.0,systemutveckling | mjukvaruutveckling | programmeringsspråk | C# | Java | Python | .NET | databasutveckling | SQL | NoSQL | MongoDB | agil utveckling | Scrum | flytande på svenska och engelska i tal och skrift,Högskole- eller civilingenjörsutbildning | systemutveckling | mjukvaruutveckling | programmeringsspråk | databasutveckling | SQL | agil utveckling | svenska | engelska | NoSQL som MongoDB | design | programmering | testning | implementation av mjukvarulösningar | ramverk | C# | Java | Python | .NET | SQL-databaser | NoSQL-databaser | MongoDB | NoSQL | Scrum | IT | Kommunicerar flytande på svenska och engelska i tal och skrift | arbetar tillsammans | vill utvecklas | skapa framtidens lösningar,Högskole-eller civilingenjörsutbildning | systemutveckling | mjukvaruutveckling | programmeringsspråk | databasutveckling | SQL | agil utveckling | svenska | engelska | NoSQL som MongoDB | design | programmering | testning | implementation av mjukvarulösningar | ramverk | C# | Java | Python | .NET | SQL-databaser | NoSQL-databaser | MongoDB | NoSQL | Scrum | IT | Kommunicerar flytande på svenska och engelska i tal och skrift | arbetar tillsammans | vill utvecklas | skapa framtidens lösningar,,,9,True,True,True,1.0
GPT,it,all_skills,710de6ddc2b13827b13f1e8302d97de83df60675,6,9,0,0,32,15,6,0.1875,0.4,0.25531914893617025,15,0.46875,1.0,0.6382978723404256,15,0.46875,1.0,0.6382978723404256,15,0.46875,1.0,0.6382978723404256,32,0,0,0,0.0,"Embedded C++ utveckling | Testutveckling med Java | en stark förståelse för hårdvara och testmetodik | handlingskraftig | lösningsorienterad | samarbetsvillig | Embedded C++ utvecklare | Testutvecklare med Java-kunskaper | designa, implementera och underhålla testplattformen | programmerar och konfigurerar HW | automatiserade tester som säkerställer funktionalitet och kvalitet i våra produkter | bidra aktivt i hela utvecklingscykeln | mjukvaruutveckling | testning och analys av data | nära samarbete med resten av våra utvecklingsteam",Embedded C++ utveckling | Testutveckling med Java | hårdvara | testmetodik | handlingskraftig | lösningsorienterad | samarbetsvillig | Embedded C++ | Java | hårdvaru-testutveckling | avancerade testsystem | testplattformen | testning av hårdvara | automatiserade tester | fighterplattformar | mjukvaruutveckling | testning | analys av data | nära samarbete | bidra aktivt | fokus på kvalitet och kundnöjdhet | Modiga | kluriga tänkare | kreativa problemlösare | delar djup kunskap | utforskar nya områden | påverka och bidra | anta utmaningar | skapa smarta innovationer | konfigurerar HW | labbmiljö | försvars- och säkerhetslösningar,Embedded C++ utveckling | Testutveckling med Java | hårdvara | testmetodik | handlingskraftig | lösningsorienterad | samarbetsvillig | Embedded C++ | Java | hårdvaru-testutveckling | avancerade testsystem | testplattformen | testning av hårdvara | automatiserade tester | fighterplattformar | mjukvaruutveckling | testning | analys av data | nära samarbete | bidra aktivt | fokus på kvalitet och kundnöjdhet | Modiga | kluriga tänkare | kreativa problemlösare | delar djup kunskap | utforskar nya områden | påverka och bidra | anta utmaningar | skapa smarta innovationer | konfigurerar HW | labbmiljö | försvars-och säkerhetslösningar,,,10,True,True,True,1.0
GPT,it,all_skills,4f42b08e33892861172b8eb5b8307445e110c04d,30,8,0,0,52,39,30,0.5769230769230769,0.7692307692307693,0.6593406593406593,38,0.7307692307692307,0.9743589743589743,0.8351648351648352,38,0.7307692307692307,0.9743589743589743,0.8351648351648352,38,0.7307692307692307,0.9743589743589743,0.8351648351648352,52,0,0,0,0.0,"Objektorienterad utveckling och testning | Containerbaserad utveckling i Linuxmiljö | Systemövervakning | Prometheus | Grafana | Elasticsearch | Orkestrering | Terraform | Ansible | Puppet | Automatisering | ci/cd | God förmåga att kommunicera på svenska och engelska i såväl tal som skrift | Kubernetes | React.js | annat frontend-ramverk | strömmad data | SQL | säkerhetsklassad information | agilt arbetssätt | IT | ta ett helhetsansvar för teamets olika system inom cyberområdet, både befintliga och framtida | driva innovation | backend/devops | frontend | scrum master | kombinerar dina tekniska kunskaper med din analytiska förmåga | vidareutveckla teknisk metodik och verktyg för att hitta nya sätt att utveckla verksamheten | kreativ | förmågan att utveckla effektiva, förnuftiga och genomförbara lösningar på problem | lätt att ta in ny information | använda nya kunskaper på ett flexibelt sätt | söker nya perspektiv och idéer för stimulera innovation och förändring | konstruktivt i pressade situationer | bibehåller en entusiastisk och positiv attityd även i tuffa situationer | följa upp ditt arbete mot enhetens mål och interna användare | driver nya initiativ inom ramen för ditt arbete | samverkar med andra | främja och utveckla andras idéer","Utbildning inom Systemvetenskap | Civilingenjör/Högskoleingenjör | annan IT-inriktad utbildning | God förmåga att kommunicera på svenska och engelska i såväl tal som skrift | Objektorienterad utveckling och testning | Containerbaserad utveckling i Linuxmiljö | Systemövervakning (t.ex. Prometheus, Grafana, Elasticsearch) | Orkestrering (t.ex. Terraform, Ansible, Puppet) | Automatisering (t.ex. ci/cd) | Kubernetes | React.js | frontend-ramverk | strömmad data | kurser, utbildningar eller certifieringar inom IT-området | SQL | säkerhetsklassad information | agilt arbetssätt | Systemövervakning | Prometheus | Grafana | Elasticsearch | Orkestrering | Terraform | Ansible | Puppet | Automatisering | ci/cd | kravinsamling | design | implementation | utvärdering | backend/devops | frontend | scrum master | kreativ | stort teknikintresse | ta ett helhetsansvar | i ett nära samarbete med beställare och interna användare | analytiska förmåga | driva innovation | lätt att ta in ny information | använda nya kunskaper på ett flexibelt sätt | söker nya perspektiv och idéer | konstruktivt i pressade situationer | en entusiastisk och positiv attityd | följa upp ditt arbete | driver nya initiativ | samverkar med andra | främja och utveckla andras idéer | förmågan att utveckla effektiva, förnuftiga och genomförbara lösningar på problem | underrättelsetjänst | signalspaning","Utbildning inom Systemvetenskap | Civilingenjör/Högskoleingenjör | annan IT-inriktad utbildning | God förmåga att kommunicera på svenska och engelska i såväl tal som skrift | Objektorienterad utveckling och testning | Containerbaserad utveckling i Linuxmiljö | Systemövervakning (t.ex.Prometheus, Grafana, Elasticsearch | Orkestrering (t.ex.Terraform, Ansible, Puppet | Automatisering (t.ex.CI/CD | Kubernetes | React.js | frontend-ramverk | strömmad data | kurser, utbildningar eller certifieringar inom IT-området | SQL | säkerhetsklassad information | agilt arbetssätt | Systemövervakning | Prometheus | Grafana | Elasticsearch | Orkestrering | Terraform | Ansible | Puppet | Automatisering | CI/CD | kravinsamling | design | implementation | utvärdering | backend/devops | frontend | scrum master | kreativ | stort teknikintresse | ta ett helhetsansvar | i ett nära samarbete med beställare och interna användare | analytiska förmåga | driva innovation | lätt att ta in ny information | använda nya kunskaper på ett flexibelt sätt | söker nya perspektiv och idéer | konstruktivt i pressade situationer | en entusiastisk och positiv attityd | följa upp ditt arbete | driver nya initiativ | samverkar med andra | främja och utveckla andras idéer | förmågan att utveckla effektiva, förnuftiga och genomförbara lösningar på problem | underrättelsetjänst | signalspaning",,,11,True,True,True,1.0
